tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 6025.11; Los Angeles County; California,4444,53894,146,1359,06,037,602511,1505,0.9029900332225914,1.0,4444.0,35,census_api
Census Tract 6025.12; Los Angeles County; California,1926,83125,281,288,06,037,602512,569,0.5061511423550088,1.0,1926.0,35,census_api
Census Tract 6025.13; Los Angeles County; California,1660,-666666666,8,474,06,037,602513,482,0.983402489626556,1.0,1660.0,35,census_api
Census Tract 6026.01; Los Angeles County; California,5072,78403,1129,546,06,037,602601,1675,0.32597014925373136,1.0,5072.0,35,census_api
Census Tract 6026.02; Los Angeles County; California,2839,83666,622,467,06,037,602602,1089,0.4288337924701561,1.0,2839.0,35,census_api
Census Tract 6027; Los Angeles County; California,3631,128110,1013,218,06,037,602700,1231,0.17709179528838342,1.0,3631.0,35,census_api
Census Tract 6028.01; Los Angeles County; California,4052,53775,332,926,06,037,602801,1258,0.7360890302066773,1.0,4052.0,35,census_api
Census Tract 6028.02; Los Angeles County; California,4637,97819,1138,172,06,037,602802,1310,0.13129770992366413,1.0,4637.0,35,census_api
Census Tract 6029; Los Angeles County; California,4115,82472,725,604,06,037,602900,1329,0.454477050413845,1.0,4115.0,35,census_api
Census Tract 6030.04; Los Angeles County; California,1712,73819,126,527,06,037,603004,653,0.8070444104134763,1.0,1712.0,35,census_api
Census Tract 6030.05; Los Angeles County; California,6482,67833,642,1400,06,037,603005,2042,0.6856023506366308,1.0,6482.0,35,census_api
Census Tract 6030.06; Los Angeles County; California,1864,75000,415,421,06,037,603006,836,0.5035885167464115,1.0,1864.0,35,census_api
Census Tract 6030.07; Los Angeles County; California,3473,77412,431,741,06,037,603007,1172,0.6322525597269625,1.0,3473.0,35,census_api
Census Tract 6030.08; Los Angeles County; California,4133,67963,399,753,06,037,603008,1152,0.6536458333333334,1.0,4133.0,35,census_api
Census Tract 6031.01; Los Angeles County; California,4735,71349,502,1103,06,037,603101,1605,0.6872274143302181,1.0,4735.0,35,census_api
Census Tract 6031.02; Los Angeles County; California,3859,67690,344,907,06,037,603102,1251,0.7250199840127898,1.0,3859.0,35,census_api
Census Tract 6032; Los Angeles County; California,3368,104226,799,471,06,037,603200,1270,0.37086614173228344,1.0,3368.0,35,census_api
Census Tract 6033.01; Los Angeles County; California,3461,63929,486,902,06,037,603301,1388,0.6498559077809798,1.0,3461.0,35,census_api
Census Tract 6033.02; Los Angeles County; California,4117,68147,912,673,06,037,603302,1585,0.4246056782334385,1.0,4117.0,35,census_api
Census Tract 6034; Los Angeles County; California,3836,91974,890,542,06,037,603400,1432,0.3784916201117318,1.0,3836.0,35,census_api
Census Tract 6035; Los Angeles County; California,2987,91151,666,209,06,037,603500,875,0.23885714285714285,1.0,2987.0,35,census_api
Census Tract 6036; Los Angeles County; California,4324,89875,1076,328,06,037,603600,1404,0.2336182336182336,1.0,4324.0,35,census_api
Census Tract 6037.02; Los Angeles County; California,5015,113125,1530,187,06,037,603702,1717,0.10891089108910891,1.0,5015.0,35,census_api
Census Tract 6037.03; Los Angeles County; California,2542,117330,789,56,06,037,603703,845,0.06627218934911243,1.0,2542.0,35,census_api
Census Tract 6037.05; Los Angeles County; California,2824,74484,349,582,06,037,603705,931,0.6251342642320086,1.0,2824.0,35,census_api
Census Tract 6037.06; Los Angeles County; California,3366,58217,29,1018,06,037,603706,1047,0.9723018147086915,1.0,3366.0,35,census_api
Census Tract 6038.01; Los Angeles County; California,4827,71000,483,1061,06,037,603801,1544,0.6871761658031088,1.0,4827.0,35,census_api
Census Tract 6038.02; Los Angeles County; California,3941,80875,542,610,06,037,603802,1152,0.5295138888888888,1.0,3941.0,35,census_api
Census Tract 6039.01; Los Angeles County; California,3685,90221,593,645,06,037,603901,1238,0.5210016155088854,1.0,3685.0,35,census_api
Census Tract 6039.02; Los Angeles County; California,3211,58816,542,566,06,037,603902,1108,0.5108303249097473,1.0,3211.0,35,census_api
Census Tract 6040.01; Los Angeles County; California,5151,88750,422,799,06,037,604001,1221,0.6543816543816544,1.0,5151.0,35,census_api
Census Tract 6040.02; Los Angeles County; California,3819,64500,381,1041,06,037,604002,1422,0.7320675105485233,1.0,3819.0,35,census_api
Census Tract 6041.01; Los Angeles County; California,4108,75201,317,819,06,037,604101,1136,0.7209507042253521,1.0,4108.0,35,census_api
Census Tract 6041.02; Los Angeles County; California,2811,84803,300,563,06,037,604102,863,0.6523754345307068,1.0,2811.0,35,census_api
Census Tract 6042; Los Angeles County; California,5802,71707,759,899,06,037,604200,1658,0.5422195416164053,1.0,5802.0,35,census_api
Census Tract 6099; Los Angeles County; California,1758,81829,354,258,06,037,609900,612,0.4215686274509804,1.0,1758.0,35,census_api
Census Tract 6200.01; Los Angeles County; California,4338,155548,836,843,06,037,620001,1679,0.5020845741512805,1.0,4338.0,35,census_api
Census Tract 6200.02; Los Angeles County; California,3637,141081,546,959,06,037,620002,1505,0.6372093023255814,1.0,3637.0,35,census_api
Census Tract 6201.01; Los Angeles County; California,5482,126023,1101,1023,06,037,620101,2124,0.481638418079096,1.0,5482.0,35,census_api
Census Tract 6201.02; Los Angeles County; California,3624,144911,502,1265,06,037,620102,1767,0.7159026598754952,1.0,3624.0,35,census_api
Census Tract 6202.01; Los Angeles County; California,1603,156528,284,632,06,037,620201,916,0.6899563318777293,1.0,1603.0,35,census_api
Census Tract 6203.01; Los Angeles County; California,4483,216667,1285,257,06,037,620301,1542,0.16666666666666666,1.0,4483.0,35,census_api
Census Tract 6203.03; Los Angeles County; California,4934,202454,1278,551,06,037,620303,1829,0.30125751776927284,1.0,4934.0,35,census_api
Census Tract 6203.05; Los Angeles County; California,6021,177241,1325,973,06,037,620305,2298,0.42341166231505656,1.0,6021.0,35,census_api
Census Tract 6204; Los Angeles County; California,5156,167404,1462,533,06,037,620400,1995,0.2671679197994987,1.0,5156.0,35,census_api
Census Tract 6205.01; Los Angeles County; California,5899,159438,1383,741,06,037,620501,2124,0.3488700564971751,1.0,5899.0,35,census_api
Census Tract 6205.21; Los Angeles County; California,4609,112128,772,1012,06,037,620521,1784,0.5672645739910314,1.0,4609.0,35,census_api
Census Tract 6205.22; Los Angeles County; California,4748,149875,1100,773,06,037,620522,1873,0.41270688734650296,1.0,4748.0,35,census_api
Census Tract 6206.01; Los Angeles County; California,5841,116960,878,1343,06,037,620601,2221,0.6046825754164791,1.0,5841.0,35,census_api
Census Tract 6206.02; Los Angeles County; California,5432,150365,1618,388,06,037,620602,2006,0.193419740777667,1.0,5432.0,35,census_api
Census Tract 6207.01; Los Angeles County; California,7651,154306,1487,1454,06,037,620701,2941,0.4943896633798028,1.0,7651.0,35,census_api
Census Tract 6207.03; Los Angeles County; California,3727,234516,984,270,06,037,620703,1254,0.215311004784689,1.0,3727.0,35,census_api
Census Tract 6207.04; Los Angeles County; California,3720,182309,758,405,06,037,620704,1163,0.3482373172828891,1.0,3720.0,35,census_api
Census Tract 6208.01; Los Angeles County; California,4019,220400,1207,111,06,037,620801,1318,0.08421851289833081,1.0,4019.0,35,census_api
Census Tract 6208.02; Los Angeles County; California,3434,174266,860,491,06,037,620802,1351,0.3634344929681717,1.0,3434.0,35,census_api
Census Tract 6209.01; Los Angeles County; California,2700,242885,927,129,06,037,620901,1056,0.12215909090909091,1.0,2700.0,35,census_api
Census Tract 6209.04; Los Angeles County; California,2773,189448,763,332,06,037,620904,1095,0.30319634703196346,1.0,2773.0,35,census_api
Census Tract 6210.01; Los Angeles County; California,4575,143981,1151,847,06,037,621001,1998,0.4239239239239239,1.0,4575.0,35,census_api
Census Tract 6210.05; Los Angeles County; California,4587,142788,1270,1138,06,037,621005,2408,0.47259136212624586,1.0,4587.0,35,census_api
Census Tract 6211.02; Los Angeles County; California,3414,199293,837,408,06,037,621102,1245,0.327710843373494,1.0,3414.0,35,census_api
Census Tract 6211.04; Los Angeles County; California,6975,131063,1306,1925,06,037,621104,3231,0.5957907768492726,1.0,6975.0,35,census_api
Census Tract 6212.01; Los Angeles County; California,7601,131014,1625,1355,06,037,621201,2980,0.4546979865771812,1.0,7601.0,35,census_api
Census Tract 6212.04; Los Angeles County; California,2769,110789,579,1179,06,037,621204,1758,0.6706484641638225,1.0,2769.0,35,census_api
Census Tract 6213.01; Los Angeles County; California,7160,110075,1982,979,06,037,621301,2961,0.33063154339750084,1.0,7160.0,35,census_api
Census Tract 6213.24; Los Angeles County; California,4027,107480,612,1424,06,037,621324,2036,0.6994106090373281,1.0,4027.0,35,census_api
Census Tract 6213.26; Los Angeles County; California,3047,107228,350,1371,06,037,621326,1721,0.7966298663567694,1.0,3047.0,35,census_api
Census Tract 6214; Los Angeles County; California,4389,140208,862,878,06,037,621400,1740,0.5045977011494253,1.0,4389.0,35,census_api
Census Tract 6500.01; Los Angeles County; California,5807,106301,1584,659,06,037,650001,2243,0.29380294248773964,1.0,5807.0,35,census_api
Census Tract 6500.03; Los Angeles County; California,3057,76763,459,722,06,037,650003,1181,0.611346316680779,1.0,3057.0,35,census_api
Census Tract 6500.04; Los Angeles County; California,4179,95066,630,866,06,037,650004,1496,0.5788770053475936,1.0,4179.0,35,census_api
Census Tract 6501.01; Los Angeles County; California,5532,105417,1597,482,06,037,650101,2079,0.23184223184223185,1.0,5532.0,35,census_api
Census Tract 6501.02; Los Angeles County; California,2154,113333,527,205,06,037,650102,732,0.28005464480874315,1.0,2154.0,35,census_api
Census Tract 6502; Los Angeles County; California,6056,119609,1444,403,06,037,650200,1847,0.2181916621548457,1.0,6056.0,35,census_api
Census Tract 6503; Los Angeles County; California,7326,81972,1070,1489,06,037,650300,2559,0.5818679171551387,1.0,7326.0,35,census_api
Census Tract 6504.01; Los Angeles County; California,4295,157314,1280,227,06,037,650401,1507,0.15063039150630392,1.0,4295.0,35,census_api
Census Tract 6505.01; Los Angeles County; California,2833,170547,820,131,06,037,650501,951,0.1377497371188223,1.0,2833.0,35,census_api
Census Tract 6505.02; Los Angeles County; California,4222,138223,1126,451,06,037,650502,1577,0.2859860494610019,1.0,4222.0,35,census_api
Census Tract 6506.03; Los Angeles County; California,3791,111375,1002,519,06,037,650603,1521,0.34122287968441817,1.0,3791.0,35,census_api
Census Tract 6506.04; Los Angeles County; California,5712,67834,204,2489,06,037,650604,2693,0.9242480505012997,1.0,5712.0,35,census_api
Census Tract 6506.05; Los Angeles County; California,2845,123636,282,752,06,037,650605,1034,0.7272727272727273,1.0,2845.0,35,census_api
Census Tract 6506.06; Los Angeles County; California,4436,81344,152,1593,06,037,650606,1745,0.9128939828080229,1.0,4436.0,35,census_api
Census Tract 6506.07; Los Angeles County; California,2736,96181,350,755,06,037,650607,1105,0.6832579185520362,1.0,2736.0,35,census_api
Census Tract 6507.01; Los Angeles County; California,2569,131136,810,160,06,037,650701,970,0.16494845360824742,1.0,2569.0,35,census_api
Census Tract 6507.02; Los Angeles County; California,4710,146176,1374,264,06,037,650702,1638,0.16117216117216118,1.0,4710.0,35,census_api
Census Tract 6508.01; Los Angeles County; California,4082,129709,886,732,06,037,650801,1618,0.45241038318912236,1.0,4082.0,35,census_api
Census Tract 6508.02; Los Angeles County; California,3367,122644,812,506,06,037,650802,1318,0.38391502276176026,1.0,3367.0,35,census_api
Census Tract 6509.01; Los Angeles County; California,5111,93487,1012,1242,06,037,650901,2254,0.5510204081632653,1.0,5111.0,35,census_api
Census Tract 6509.03; Los Angeles County; California,5188,84508,688,1116,06,037,650903,1804,0.6186252771618626,1.0,5188.0,35,census_api
Census Tract 6509.04; Los Angeles County; California,2647,127841,505,477,06,037,650904,982,0.48574338085539714,1.0,2647.0,35,census_api
Census Tract 6510.01; Los Angeles County; California,5437,117917,1510,437,06,037,651001,1947,0.22444786851566512,1.0,5437.0,35,census_api
Census Tract 6510.02; Los Angeles County; California,4873,123409,1064,710,06,037,651002,1774,0.40022547914317924,1.0,4873.0,35,census_api
Census Tract 6511.01; Los Angeles County; California,4639,111250,1012,751,06,037,651101,1763,0.42597844583096994,1.0,4639.0,35,census_api
Census Tract 6511.02; Los Angeles County; California,3653,78708,967,782,06,037,651102,1749,0.4471126357918811,1.0,3653.0,35,census_api
Census Tract 6512.01; Los Angeles County; California,4797,158990,1443,246,06,037,651201,1689,0.14564831261101244,1.0,4797.0,35,census_api
Census Tract 6512.21; Los Angeles County; California,3912,104000,551,923,06,037,651221,1474,0.6261872455902306,1.0,3912.0,35,census_api
Census Tract 6512.22; Los Angeles County; California,6091,104049,682,1701,06,037,651222,2383,0.7138061267310113,1.0,6091.0,35,census_api
Census Tract 6513.02; Los Angeles County; California,5896,159395,1611,602,06,037,651302,2213,0.272028920018075,1.0,5896.0,35,census_api
Census Tract 6513.04; Los Angeles County; California,5135,110325,1299,1217,06,037,651304,2516,0.48370429252782193,1.0,5135.0,35,census_api
Census Tract 6514.01; Los Angeles County; California,2524,95184,716,538,06,037,651401,1254,0.42902711323763953,1.0,2524.0,35,census_api
Census Tract 6514.02; Los Angeles County; California,5842,101250,1072,1031,06,037,651402,2103,0.4902520209224917,1.0,5842.0,35,census_api
Census Tract 6700.01; Los Angeles County; California,3698,104375,809,529,06,037,670001,1338,0.3953662182361734,1.0,3698.0,35,census_api
Census Tract 6700.02; Los Angeles County; California,3581,74972,510,933,06,037,670002,1443,0.6465696465696466,1.0,3581.0,35,census_api
Census Tract 6700.03; Los Angeles County; California,5984,90833,1291,1061,06,037,670003,2352,0.45110544217687076,1.0,5984.0,35,census_api
Census Tract 6701.01; Los Angeles County; California,3240,79375,585,623,06,037,670101,1208,0.515728476821192,1.0,3240.0,35,census_api
Census Tract 6701.02; Los Angeles County; California,4159,69364,442,1107,06,037,670102,1549,0.7146546158812137,1.0,4159.0,35,census_api
Census Tract 6702.01; Los Angeles County; California,3625,169375,1163,253,06,037,670201,1416,0.1786723163841808,1.0,3625.0,35,census_api
Census Tract 6702.02; Los Angeles County; California,2568,225833,759,55,06,037,670202,814,0.06756756756756757,1.0,2568.0,35,census_api
Census Tract 6703.24; Los Angeles County; California,5505,206585,1864,298,06,037,670324,2162,0.13783533765032377,1.0,5505.0,35,census_api
Census Tract 6703.26; Los Angeles County; California,3303,236957,1268,84,06,037,670326,1352,0.0621301775147929,1.0,3303.0,35,census_api
Census Tract 6703.28; Los Angeles County; California,4411,249432,1429,180,06,037,670328,1609,0.11187072715972654,1.0,4411.0,35,census_api
Census Tract 6704.05; Los Angeles County; California,2715,145469,896,238,06,037,670405,1134,0.20987654320987653,1.0,2715.0,35,census_api
Census Tract 6704.06; Los Angeles County; California,1727,219375,569,42,06,037,670406,611,0.06873977086743044,1.0,1727.0,35,census_api
Census Tract 6704.07; Los Angeles County; California,6082,132083,1364,979,06,037,670407,2343,0.41784037558685444,1.0,6082.0,35,census_api
Census Tract 6704.13; Los Angeles County; California,4852,182212,1331,347,06,037,670413,1678,0.2067938021454112,1.0,4852.0,35,census_api
Census Tract 6704.16; Los Angeles County; California,4224,155135,906,671,06,037,670416,1577,0.4254914394419784,1.0,4224.0,35,census_api
Census Tract 6704.17; Los Angeles County; California,2795,155385,889,155,06,037,670417,1044,0.14846743295019157,1.0,2795.0,35,census_api
Census Tract 6704.18; Los Angeles County; California,4557,213375,1369,133,06,037,670418,1502,0.08854860186418109,1.0,4557.0,35,census_api
Census Tract 6705; Los Angeles County; California,1451,250001,525,45,06,037,670500,570,0.07894736842105263,1.0,1451.0,35,census_api
Census Tract 6706.03; Los Angeles County; California,1897,216801,551,86,06,037,670603,637,0.13500784929356358,1.0,1897.0,35,census_api
Census Tract 6706.04; Los Angeles County; California,4911,149205,1816,253,06,037,670604,2069,0.12228129531174481,1.0,4911.0,35,census_api
Census Tract 6707.01; Los Angeles County; California,6538,168697,1972,188,06,037,670701,2160,0.08703703703703704,1.0,6538.0,35,census_api
Census Tract 6707.02; Los Angeles County; California,5722,208177,1861,148,06,037,670702,2009,0.07366849178695868,1.0,5722.0,35,census_api
Census Tract 7001.01; Los Angeles County; California,5329,66901,193,3308,06,037,700101,3501,0.9448728934590117,1.0,5329.0,35,census_api
Census Tract 7001.02; Los Angeles County; California,4651,54648,83,2704,06,037,700102,2787,0.9702188733405095,1.0,4651.0,35,census_api
Census Tract 7002; Los Angeles County; California,6908,88502,329,3914,06,037,700200,4243,0.9224605232147066,1.0,6908.0,35,census_api
Census Tract 7003; Los Angeles County; California,5745,96673,1287,2826,06,037,700300,4113,0.687089715536105,1.0,5745.0,35,census_api
Census Tract 7004; Los Angeles County; California,4680,94169,566,2307,06,037,700400,2873,0.8029933867037939,1.0,4680.0,35,census_api
Census Tract 7005.01; Los Angeles County; California,4187,105670,1037,1478,06,037,700501,2515,0.5876739562624255,1.0,4187.0,35,census_api
Census Tract 7005.02; Los Angeles County; California,3858,102436,909,1895,06,037,700502,2804,0.6758202567760342,1.0,3858.0,35,census_api
Census Tract 7006; Los Angeles County; California,4983,238125,1487,152,06,037,700600,1639,0.09273947528981086,1.0,4983.0,35,census_api
Census Tract 7007; Los Angeles County; California,3530,220059,1020,145,06,037,700700,1165,0.12446351931330472,1.0,3530.0,35,census_api
Census Tract 7008.01; Los Angeles County; California,3858,76233,913,1380,06,037,700801,2293,0.6018316615787178,1.0,3858.0,35,census_api
Census Tract 7008.02; Los Angeles County; California,4036,111390,614,1377,06,037,700802,1991,0.6916122551481667,1.0,4036.0,35,census_api
Census Tract 7009.01; Los Angeles County; California,4293,107361,769,713,06,037,700901,1482,0.48110661268556004,1.0,4293.0,35,census_api
Census Tract 7009.02; Los Angeles County; California,6528,92453,625,2545,06,037,700902,3170,0.8028391167192429,1.0,6528.0,35,census_api
Census Tract 7010; Los Angeles County; California,5178,114737,721,1877,06,037,701000,2598,0.7224788298691301,1.0,5178.0,35,census_api
Census Tract 7012.01; Los Angeles County; California,3920,239559,1241,233,06,037,701201,1474,0.15807327001356852,1.0,3920.0,35,census_api
Census Tract 7012.02; Los Angeles County; California,3490,158808,745,1002,06,037,701202,1747,0.5735546651402404,1.0,3490.0,35,census_api
Census Tract 7013.02; Los Angeles County; California,4829,101161,762,2181,06,037,701302,2943,0.7410805300713558,1.0,4829.0,35,census_api
Census Tract 7013.04; Los Angeles County; California,6285,131983,1638,1116,06,037,701304,2754,0.40522875816993464,1.0,6285.0,35,census_api
Census Tract 7014.02; Los Angeles County; California,6179,116296,539,3091,06,037,701402,3630,0.8515151515151516,1.0,6179.0,35,census_api
Census Tract 7015.01; Los Angeles County; California,5058,132137,501,2148,06,037,701501,2649,0.8108720271800679,1.0,5058.0,35,census_api
Census Tract 7015.02; Los Angeles County; California,3784,105455,235,1725,06,037,701502,1960,0.8801020408163265,1.0,3784.0,35,census_api
Census Tract 7016.01; Los Angeles County; California,3963,154583,972,753,06,037,701601,1725,0.4365217391304348,1.0,3963.0,35,census_api
Census Tract 7016.02; Los Angeles County; California,4614,122401,724,1227,06,037,701602,1951,0.6289082521783701,1.0,4614.0,35,census_api
Census Tract 7017.01; Los Angeles County; California,3350,73710,383,1361,06,037,701701,1744,0.7803899082568807,1.0,3350.0,35,census_api
Census Tract 7017.02; Los Angeles County; California,3146,73906,110,1593,06,037,701702,1703,0.9354081033470346,1.0,3146.0,35,census_api
Census Tract 7018.01; Los Angeles County; California,6668,77698,517,2213,06,037,701801,2730,0.8106227106227106,1.0,6668.0,35,census_api
Census Tract 7018.02; Los Angeles County; California,5260,89125,493,1658,06,037,701802,2151,0.7708042770804278,1.0,5260.0,35,census_api
Census Tract 7019.02; Los Angeles County; California,5149,75565,140,3190,06,037,701902,3330,0.9579579579579579,1.0,5149.0,35,census_api
Census Tract 7020.02; Los Angeles County; California,6185,96664,576,2769,06,037,702002,3345,0.8278026905829596,1.0,6185.0,35,census_api
Census Tract 7021.02; Los Angeles County; California,5620,98025,739,2828,06,037,702102,3567,0.7928231006447995,1.0,5620.0,35,census_api
Census Tract 7022.01; Los Angeles County; California,3920,105284,671,1423,06,037,702201,2094,0.6795606494746896,1.0,3920.0,35,census_api
Census Tract 7022.02; Los Angeles County; California,3920,141071,914,838,06,037,702202,1752,0.478310502283105,1.0,3920.0,35,census_api
Census Tract 7023; Los Angeles County; California,6820,114915,1463,1491,06,037,702300,2954,0.504739336492891,1.0,6820.0,35,census_api
Census Tract 7024; Los Angeles County; California,4541,129911,632,1425,06,037,702400,2057,0.6927564414195431,1.0,4541.0,35,census_api
Census Tract 7025.01; Los Angeles County; California,4998,136688,1242,1001,06,037,702501,2243,0.4462773071778868,1.0,4998.0,35,census_api
Census Tract 7025.02; Los Angeles County; California,4142,109231,1546,690,06,037,702502,2236,0.3085867620751342,1.0,4142.0,35,census_api
Census Tract 7026; Los Angeles County; California,6688,161016,2113,474,06,037,702600,2587,0.18322381136451488,1.0,6688.0,35,census_api
Census Tract 7027; Los Angeles County; California,3460,149674,1029,267,06,037,702700,1296,0.20601851851851852,1.0,3460.0,35,census_api
Census Tract 7028.01; Los Angeles County; California,5359,105781,1085,919,06,037,702801,2004,0.45858283433133734,1.0,5359.0,35,census_api
Census Tract 7028.02; Los Angeles County; California,2293,104185,366,630,06,037,702802,996,0.6325301204819277,1.0,2293.0,35,census_api
Census Tract 7028.03; Los Angeles County; California,2749,111927,344,827,06,037,702803,1171,0.7062339880444065,1.0,2749.0,35,census_api
Census Tract 7029; Los Angeles County; California,10274,135584,385,5126,06,037,702900,5511,0.9301397205588823,1.0,10274.0,35,census_api
Census Tract 7030.02; Los Angeles County; California,6903,156776,1845,891,06,037,703002,2736,0.3256578947368421,1.0,6903.0,35,census_api
Census Tract 7030.03; Los Angeles County; California,6127,93120,1533,1568,06,037,703003,3101,0.5056433408577878,1.0,6127.0,35,census_api
Census Tract 7031; Los Angeles County; California,6444,121662,1839,832,06,037,703100,2671,0.31149382253837515,1.0,6444.0,35,census_api
Census Tract 7032; Los Angeles County; California,5555,92796,1487,753,06,037,703200,2240,0.3361607142857143,1.0,5555.0,35,census_api
Census Tract 8001.01; Los Angeles County; California,5734,186964,1768,135,06,037,800101,1903,0.07094062007356805,1.0,5734.0,35,census_api
Census Tract 8001.03; Los Angeles County; California,3416,134120,943,224,06,037,800103,1167,0.1919451585261354,1.0,3416.0,35,census_api
Census Tract 8001.04; Los Angeles County; California,3665,139388,1029,379,06,037,800104,1408,0.26917613636363635,1.0,3665.0,35,census_api
Census Tract 8002.02; Los Angeles County; California,6121,230313,1760,235,06,037,800202,1995,0.11779448621553884,1.0,6121.0,35,census_api
Census Tract 8002.04; Los Angeles County; California,4086,164833,1331,379,06,037,800204,1710,0.2216374269005848,1.0,4086.0,35,census_api
Census Tract 8002.05; Los Angeles County; California,4036,117230,631,999,06,037,800205,1630,0.6128834355828221,1.0,4036.0,35,census_api
Census Tract 8002.06; Los Angeles County; California,3604,250001,1050,98,06,037,800206,1148,0.08536585365853659,1.0,3604.0,35,census_api
Census Tract 8003.24; Los Angeles County; California,6585,154288,2144,287,06,037,800324,2431,0.11805841217605924,1.0,6585.0,35,census_api
Census Tract 8003.25; Los Angeles County; California,3677,165743,1106,298,06,037,800325,1404,0.21225071225071226,1.0,3677.0,35,census_api
Census Tract 8003.28; Los Angeles County; California,1217,250001,319,83,06,037,800328,402,0.2064676616915423,1.0,1217.0,35,census_api
Census Tract 8003.33; Los Angeles County; California,2196,106625,310,678,06,037,800333,988,0.6862348178137652,1.0,2196.0,35,census_api
Census Tract 8003.34; Los Angeles County; California,3749,172500,1062,194,06,037,800334,1256,0.15445859872611464,1.0,3749.0,35,census_api
Census Tract 8003.35; Los Angeles County; California,4475,133235,1507,311,06,037,800335,1818,0.17106710671067107,1.0,4475.0,35,census_api
Census Tract 8003.36; Los Angeles County; California,3893,220938,1083,91,06,037,800336,1174,0.07751277683134583,1.0,3893.0,35,census_api
Census Tract 8003.37; Los Angeles County; California,3771,100813,765,984,06,037,800337,1749,0.5626072041166381,1.0,3771.0,35,census_api
Census Tract 8003.38; Los Angeles County; California,6471,198889,1748,310,06,037,800338,2058,0.15063168124392615,1.0,6471.0,35,census_api
Census Tract 8004.06; Los Angeles County; California,2167,168409,617,171,06,037,800406,788,0.217005076142132,1.0,2167.0,35,census_api
Census Tract 8004.10; Los Angeles County; California,3527,139500,402,98,06,037,800410,500,0.196,1.0,3527.0,35,census_api
Census Tract 8004.11; Los Angeles County; California,2740,191154,806,178,06,037,800411,984,0.18089430894308944,1.0,2740.0,35,census_api
Census Tract 8004.12; Los Angeles County; California,3682,152000,1253,157,06,037,800412,1410,0.11134751773049645,1.0,3682.0,35,census_api
Census Tract 8005.04; Los Angeles County; California,1890,193504,545,388,06,037,800504,933,0.41586280814576637,1.0,1890.0,35,census_api
Census Tract 8005.06; Los Angeles County; California,3393,238177,1066,301,06,037,800506,1367,0.22019019751280175,1.0,3393.0,35,census_api
Census Tract 9001.02; Los Angeles County; California,782,45982,180,82,06,037,900102,262,0.31297709923664124,1.0,782.0,35,census_api
Census Tract 9001.03; Los Angeles County; California,6514,59434,1180,552,06,037,900103,1732,0.3187066974595843,1.0,6514.0,35,census_api
Census Tract 9001.04; Los Angeles County; California,6593,57970,1244,545,06,037,900104,1789,0.30463946338736725,1.0,6593.0,35,census_api
Census Tract 9003.01; Los Angeles County; California,4439,62821,706,303,06,037,900301,1009,0.3002973240832507,1.0,4439.0,35,census_api
Census Tract 9005.01; Los Angeles County; California,7939,75368,1502,691,06,037,900501,2193,0.31509347925216596,1.0,7939.0,35,census_api
Census Tract 9005.04; Los Angeles County; California,7051,85559,1205,792,06,037,900504,1997,0.39659489233850775,1.0,7051.0,35,census_api
Census Tract 9005.05; Los Angeles County; California,4587,77930,931,399,06,037,900505,1330,0.3,1.0,4587.0,35,census_api
Census Tract 9005.06; Los Angeles County; California,5095,77021,818,618,06,037,900506,1436,0.43036211699164345,1.0,5095.0,35,census_api
Census Tract 9005.08; Los Angeles County; California,3831,88417,841,224,06,037,900508,1065,0.21032863849765257,1.0,3831.0,35,census_api
Census Tract 9005.09; Los Angeles County; California,4480,60609,707,618,06,037,900509,1325,0.46641509433962264,1.0,4480.0,35,census_api
Census Tract 9005.10; Los Angeles County; California,3960,51172,532,540,06,037,900510,1072,0.503731343283582,1.0,3960.0,35,census_api
Census Tract 9006.02; Los Angeles County; California,5463,48697,1116,659,06,037,900602,1775,0.37126760563380284,1.0,5463.0,35,census_api
Census Tract 9006.06; Los Angeles County; California,4580,43598,383,1043,06,037,900606,1426,0.7314165497896213,1.0,4580.0,35,census_api
Census Tract 9006.07; Los Angeles County; California,3998,62311,657,473,06,037,900607,1130,0.41858407079646015,1.0,3998.0,35,census_api
Census Tract 9006.08; Los Angeles County; California,4229,73087,801,358,06,037,900608,1159,0.3088869715271786,1.0,4229.0,35,census_api
Census Tract 9006.09; Los Angeles County; California,5186,56000,807,683,06,037,900609,1490,0.45838926174496647,1.0,5186.0,35,census_api
Census Tract 9006.10; Los Angeles County; California,3207,27624,896,284,06,037,900610,1180,0.24067796610169492,1.0,3207.0,35,census_api
Census Tract 9006.11; Los Angeles County; California,4808,84828,1101,80,06,037,900611,1181,0.06773920406435224,1.0,4808.0,35,census_api
Census Tract 9007.01; Los Angeles County; California,4436,49309,749,789,06,037,900701,1538,0.5130039011703511,1.0,4436.0,35,census_api
Census Tract 9007.03; Los Angeles County; California,5363,62997,440,1725,06,037,900703,2165,0.7967667436489607,1.0,5363.0,35,census_api
Census Tract 9007.04; Los Angeles County; California,3343,52446,33,1527,06,037,900704,1560,0.9788461538461538,1.0,3343.0,35,census_api
Census Tract 9007.05; Los Angeles County; California,4145,56250,566,1254,06,037,900705,1820,0.689010989010989,1.0,4145.0,35,census_api
Census Tract 9008.04; Los Angeles County; California,3877,48281,463,622,06,037,900804,1085,0.5732718894009217,1.0,3877.0,35,census_api
