tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 4335.05; Harris County; Texas,2067,29356,78,584,48,201,433505,662,0.8821752265861027,1.0,2067.0,35,census_api
Census Tract 4335.06; Harris County; Texas,2202,39799,25,670,48,201,433506,695,0.9640287769784173,1.0,2202.0,35,census_api
Census Tract 4335.07; Harris County; Texas,2941,29167,44,1094,48,201,433507,1138,0.961335676625659,1.0,2941.0,35,census_api
Census Tract 4336.01; Harris County; Texas,2556,36554,41,1000,48,201,433601,1041,0.9606147934678194,1.0,2556.0,35,census_api
Census Tract 4336.02; Harris County; Texas,4219,46394,6,1598,48,201,433602,1604,0.9962593516209476,1.0,4219.0,35,census_api
Census Tract 4401.01; Harris County; Texas,2932,32687,65,930,48,201,440101,995,0.9346733668341709,1.0,2932.0,35,census_api
Census Tract 4401.02; Harris County; Texas,4683,85290,1390,554,48,201,440102,1944,0.28497942386831276,1.0,4683.0,35,census_api
Census Tract 4501; Harris County; Texas,2009,141875,604,92,48,201,450100,696,0.13218390804597702,1.0,2009.0,35,census_api
Census Tract 4502; Harris County; Texas,5864,169375,1185,847,48,201,450200,2032,0.4168307086614173,1.0,5864.0,35,census_api
Census Tract 4503.01; Harris County; Texas,2467,70145,471,524,48,201,450301,995,0.5266331658291458,1.0,2467.0,35,census_api
Census Tract 4503.02; Harris County; Texas,5990,69173,803,1346,48,201,450302,2149,0.6263378315495579,1.0,5990.0,35,census_api
Census Tract 4504.01; Harris County; Texas,1656,59224,224,673,48,201,450401,897,0.750278706800446,1.0,1656.0,35,census_api
Census Tract 4504.02; Harris County; Texas,2040,110197,451,616,48,201,450402,1067,0.5773195876288659,1.0,2040.0,35,census_api
Census Tract 4505; Harris County; Texas,2993,176198,809,452,48,201,450500,1261,0.3584456780333069,1.0,2993.0,35,census_api
Census Tract 4506; Harris County; Texas,4943,71335,923,1168,48,201,450600,2091,0.5585844093735055,1.0,4943.0,35,census_api
Census Tract 4507; Harris County; Texas,6347,233542,1880,72,48,201,450700,1952,0.036885245901639344,1.0,6347.0,35,census_api
Census Tract 4508.01; Harris County; Texas,1724,77824,120,784,48,201,450801,904,0.8672566371681416,1.0,1724.0,35,census_api
Census Tract 4508.03; Harris County; Texas,5224,53209,661,1136,48,201,450803,1797,0.6321647189760712,1.0,5224.0,35,census_api
Census Tract 4508.04; Harris County; Texas,1878,40177,268,922,48,201,450804,1190,0.7747899159663866,1.0,1878.0,35,census_api
Census Tract 4509; Harris County; Texas,3034,69945,921,511,48,201,450900,1432,0.3568435754189944,1.0,3034.0,35,census_api
Census Tract 4510.03; Harris County; Texas,4384,46335,206,1674,48,201,451003,1880,0.8904255319148936,1.0,4384.0,35,census_api
Census Tract 4510.04; Harris County; Texas,2313,75216,176,860,48,201,451004,1036,0.8301158301158301,1.0,2313.0,35,census_api
Census Tract 4510.05; Harris County; Texas,2393,31734,41,1090,48,201,451005,1131,0.9637488947833776,1.0,2393.0,35,census_api
Census Tract 4510.06; Harris County; Texas,2390,96728,825,349,48,201,451006,1174,0.2972742759795571,1.0,2390.0,35,census_api
Census Tract 4511; Harris County; Texas,4479,80585,1095,831,48,201,451100,1926,0.43146417445482865,1.0,4479.0,35,census_api
Census Tract 4512; Harris County; Texas,2511,154981,868,69,48,201,451200,937,0.0736392742796158,1.0,2511.0,35,census_api
Census Tract 4513.01; Harris County; Texas,4012,71870,995,936,48,201,451301,1931,0.4847229414810979,1.0,4012.0,35,census_api
Census Tract 4513.02; Harris County; Texas,3486,157626,1061,98,48,201,451302,1159,0.08455565142364108,1.0,3486.0,35,census_api
Census Tract 4514.01; Harris County; Texas,3547,58182,650,1058,48,201,451401,1708,0.6194379391100703,1.0,3547.0,35,census_api
Census Tract 4514.04; Harris County; Texas,4078,61352,157,2268,48,201,451404,2425,0.9352577319587629,1.0,4078.0,35,census_api
Census Tract 4514.05; Harris County; Texas,2600,65192,201,983,48,201,451405,1184,0.8302364864864865,1.0,2600.0,35,census_api
Census Tract 4514.06; Harris County; Texas,2377,48117,522,1120,48,201,451406,1642,0.682095006090134,1.0,2377.0,35,census_api
Census Tract 4514.07; Harris County; Texas,1460,38871,125,807,48,201,451407,932,0.8658798283261803,1.0,1460.0,35,census_api
Census Tract 4515.01; Harris County; Texas,3473,67984,0,1858,48,201,451501,1858,1.0,1.0,3473.0,35,census_api
Census Tract 4515.02; Harris County; Texas,2260,51898,356,1023,48,201,451502,1379,0.7418419144307469,1.0,2260.0,35,census_api
Census Tract 4516.03; Harris County; Texas,3685,103808,592,969,48,201,451603,1561,0.6207559256886611,1.0,3685.0,35,census_api
Census Tract 4516.04; Harris County; Texas,3614,129250,1331,346,48,201,451604,1677,0.20632081097197377,1.0,3614.0,35,census_api
Census Tract 4516.05; Harris County; Texas,3291,81295,96,1400,48,201,451605,1496,0.9358288770053476,1.0,3291.0,35,census_api
Census Tract 4516.06; Harris County; Texas,6517,102688,1377,786,48,201,451606,2163,0.3633841886269071,1.0,6517.0,35,census_api
Census Tract 4517; Harris County; Texas,4429,40149,814,1070,48,201,451700,1884,0.5679405520169851,1.0,4429.0,35,census_api
Census Tract 4518; Harris County; Texas,5740,57349,1051,855,48,201,451800,1906,0.44858342077649527,1.0,5740.0,35,census_api
Census Tract 4519.02; Harris County; Texas,2643,102500,812,86,48,201,451902,898,0.0957683741648107,1.0,2643.0,35,census_api
Census Tract 4519.03; Harris County; Texas,3299,31142,5,1703,48,201,451903,1708,0.997072599531616,1.0,3299.0,35,census_api
Census Tract 4519.04; Harris County; Texas,3451,47188,823,570,48,201,451904,1393,0.4091888011486001,1.0,3451.0,35,census_api
Census Tract 4520.01; Harris County; Texas,4873,41090,440,1474,48,201,452001,1914,0.7701149425287356,1.0,4873.0,35,census_api
Census Tract 4520.02; Harris County; Texas,3282,51479,46,1727,48,201,452002,1773,0.9740552735476593,1.0,3282.0,35,census_api
Census Tract 4521.01; Harris County; Texas,6143,66636,887,2324,48,201,452101,3211,0.7237620678916226,1.0,6143.0,35,census_api
Census Tract 4521.02; Harris County; Texas,2007,49821,0,1016,48,201,452102,1016,1.0,1.0,2007.0,35,census_api
Census Tract 4521.03; Harris County; Texas,1688,80108,31,662,48,201,452103,693,0.9552669552669553,1.0,1688.0,35,census_api
Census Tract 4522.02; Harris County; Texas,3557,47943,79,1790,48,201,452202,1869,0.9577314071696095,1.0,3557.0,35,census_api
Census Tract 4522.03; Harris County; Texas,3072,41614,275,1134,48,201,452203,1409,0.8048261178140526,1.0,3072.0,35,census_api
Census Tract 4522.04; Harris County; Texas,2309,42261,104,1250,48,201,452204,1354,0.9231905465288035,1.0,2309.0,35,census_api
Census Tract 4523; Harris County; Texas,2443,63333,692,162,48,201,452300,854,0.18969555035128804,1.0,2443.0,35,census_api
Census Tract 4524.01; Harris County; Texas,3393,57953,720,565,48,201,452401,1285,0.4396887159533074,1.0,3393.0,35,census_api
Census Tract 4524.02; Harris County; Texas,3896,55995,668,561,48,201,452402,1229,0.4564686737184703,1.0,3896.0,35,census_api
Census Tract 4525.01; Harris County; Texas,2578,37679,62,776,48,201,452501,838,0.9260143198090692,1.0,2578.0,35,census_api
Census Tract 4525.02; Harris County; Texas,4608,36413,735,855,48,201,452502,1590,0.5377358490566038,1.0,4608.0,35,census_api
Census Tract 4526.01; Harris County; Texas,5799,31071,0,2052,48,201,452601,2052,1.0,1.0,5799.0,35,census_api
Census Tract 4526.02; Harris County; Texas,3475,66106,677,302,48,201,452602,979,0.3084780388151175,1.0,3475.0,35,census_api
Census Tract 4527.01; Harris County; Texas,4380,69423,981,235,48,201,452701,1216,0.19325657894736842,1.0,4380.0,35,census_api
Census Tract 4527.02; Harris County; Texas,4341,36250,618,914,48,201,452702,1532,0.5966057441253264,1.0,4341.0,35,census_api
Census Tract 4527.03; Harris County; Texas,3294,44434,272,826,48,201,452703,1098,0.7522768670309654,1.0,3294.0,35,census_api
Census Tract 4528.01; Harris County; Texas,5614,53130,1253,609,48,201,452801,1862,0.32706766917293234,1.0,5614.0,35,census_api
Census Tract 4528.02; Harris County; Texas,6886,48871,522,1292,48,201,452802,1814,0.7122381477398015,1.0,6886.0,35,census_api
Census Tract 4529; Harris County; Texas,4832,62353,730,650,48,201,452900,1380,0.47101449275362317,1.0,4832.0,35,census_api
Census Tract 4530.01; Harris County; Texas,3237,54196,538,322,48,201,453001,860,0.3744186046511628,1.0,3237.0,35,census_api
Census Tract 4530.02; Harris County; Texas,5690,65678,923,498,48,201,453002,1421,0.35045742434905,1.0,5690.0,35,census_api
Census Tract 4531; Harris County; Texas,4081,32963,341,1141,48,201,453100,1482,0.7699055330634278,1.0,4081.0,35,census_api
Census Tract 4532.01; Harris County; Texas,4248,50008,0,1550,48,201,453201,1550,1.0,1.0,4248.0,35,census_api
Census Tract 4532.02; Harris County; Texas,4800,53114,402,1093,48,201,453202,1495,0.7311036789297659,1.0,4800.0,35,census_api
Census Tract 4533; Harris County; Texas,4855,33550,19,1568,48,201,453300,1587,0.9880277252678009,1.0,4855.0,35,census_api
Census Tract 4534.01; Harris County; Texas,2655,65625,382,461,48,201,453401,843,0.5468564650059312,1.0,2655.0,35,census_api
Census Tract 4534.03; Harris County; Texas,4096,35037,334,1184,48,201,453403,1518,0.7799736495388669,1.0,4096.0,35,census_api
Census Tract 4534.04; Harris County; Texas,3943,38281,724,516,48,201,453404,1240,0.4161290322580645,1.0,3943.0,35,census_api
Census Tract 4534.05; Harris County; Texas,3623,34929,266,1311,48,201,453405,1577,0.8313253012048193,1.0,3623.0,35,census_api
Census Tract 4535.01; Harris County; Texas,6336,59263,999,972,48,201,453501,1971,0.4931506849315068,1.0,6336.0,35,census_api
Census Tract 4535.02; Harris County; Texas,3592,56333,560,470,48,201,453502,1030,0.4563106796116505,1.0,3592.0,35,census_api
Census Tract 4536.01; Harris County; Texas,1763,28194,293,270,48,201,453601,563,0.47957371225577267,1.0,1763.0,35,census_api
Census Tract 4536.03; Harris County; Texas,3726,36270,533,692,48,201,453603,1225,0.5648979591836735,1.0,3726.0,35,census_api
Census Tract 4536.04; Harris County; Texas,4130,84213,732,373,48,201,453604,1105,0.3375565610859729,1.0,4130.0,35,census_api
Census Tract 4537.01; Harris County; Texas,4939,60795,652,666,48,201,453701,1318,0.5053110773899848,1.0,4939.0,35,census_api
Census Tract 4537.02; Harris County; Texas,4712,44941,731,533,48,201,453702,1264,0.42167721518987344,1.0,4712.0,35,census_api
Census Tract 4538; Harris County; Texas,3577,49014,719,372,48,201,453800,1091,0.34097158570119157,1.0,3577.0,35,census_api
Census Tract 4539.01; Harris County; Texas,5485,74292,1020,586,48,201,453901,1606,0.36488169364881695,1.0,5485.0,35,census_api
Census Tract 4539.02; Harris County; Texas,3924,41330,530,672,48,201,453902,1202,0.5590682196339434,1.0,3924.0,35,census_api
Census Tract 4540; Harris County; Texas,4529,80329,1049,242,48,201,454000,1291,0.18745158791634392,1.0,4529.0,35,census_api
Census Tract 4541; Harris County; Texas,3761,62220,653,484,48,201,454100,1137,0.4256816182937555,1.0,3761.0,35,census_api
Census Tract 4542; Harris County; Texas,4413,73953,885,221,48,201,454200,1106,0.19981916817359854,1.0,4413.0,35,census_api
Census Tract 4543.02; Harris County; Texas,6064,69602,1722,428,48,201,454302,2150,0.19906976744186047,1.0,6064.0,35,census_api
Census Tract 4543.03; Harris County; Texas,3796,56957,669,570,48,201,454303,1239,0.4600484261501211,1.0,3796.0,35,census_api
Census Tract 4543.04; Harris County; Texas,5597,47561,414,1522,48,201,454304,1936,0.7861570247933884,1.0,5597.0,35,census_api
Census Tract 4543.05; Harris County; Texas,3260,65413,315,1042,48,201,454305,1357,0.7678703021370671,1.0,3260.0,35,census_api
Census Tract 4544; Harris County; Texas,1081,54796,0,678,48,201,454400,678,1.0,1.0,1081.0,35,census_api
Census Tract 4545.02; Harris County; Texas,2202,202083,637,61,48,201,454502,698,0.08739255014326648,1.0,2202.0,35,census_api
Census Tract 4545.03; Harris County; Texas,2875,173208,1094,7,48,201,454503,1101,0.006357856494096276,1.0,2875.0,35,census_api
Census Tract 4545.04; Harris County; Texas,5015,178208,1456,626,48,201,454504,2082,0.30067243035542746,1.0,5015.0,35,census_api
Census Tract 4545.05; Harris County; Texas,2733,194740,806,75,48,201,454505,881,0.0851305334846765,1.0,2733.0,35,census_api
Census Tract 4546; Harris County; Texas,5683,45571,489,1789,48,201,454600,2278,0.7853380158033363,1.0,5683.0,35,census_api
Census Tract 4547; Harris County; Texas,6973,132656,1991,314,48,201,454700,2305,0.13622559652928418,1.0,6973.0,35,census_api
Census Tract 4548.01; Harris County; Texas,4201,70192,899,937,48,201,454801,1836,0.5103485838779956,1.0,4201.0,35,census_api
Census Tract 4548.02; Harris County; Texas,4697,91911,1434,391,48,201,454802,1825,0.21424657534246574,1.0,4697.0,35,census_api
Census Tract 4549.01; Harris County; Texas,2607,129972,671,138,48,201,454901,809,0.17058096415327564,1.0,2607.0,35,census_api
Census Tract 4549.02; Harris County; Texas,8533,98844,1680,986,48,201,454902,2666,0.3698424606151538,1.0,8533.0,35,census_api
Census Tract 4550; Harris County; Texas,3529,87625,663,464,48,201,455000,1127,0.41171251109139306,1.0,3529.0,35,census_api
Census Tract 4551.02; Harris County; Texas,2825,106696,798,89,48,201,455102,887,0.10033821871476889,1.0,2825.0,35,census_api
Census Tract 4551.03; Harris County; Texas,4064,104671,1179,181,48,201,455103,1360,0.13308823529411765,1.0,4064.0,35,census_api
Census Tract 4551.04; Harris County; Texas,3176,70340,784,350,48,201,455104,1134,0.30864197530864196,1.0,3176.0,35,census_api
Census Tract 4552; Harris County; Texas,4268,97477,1285,217,48,201,455200,1502,0.14447403462050598,1.0,4268.0,35,census_api
Census Tract 4553; Harris County; Texas,14668,70473,917,4476,48,201,455300,5393,0.8299647691451882,1.0,14668.0,35,census_api
Census Tract 5101; Harris County; Texas,2794,149808,727,755,48,201,510100,1482,0.50944669365722,1.0,2794.0,35,census_api
Census Tract 5102.01; Harris County; Texas,2331,116486,157,1245,48,201,510201,1402,0.8880171184022825,1.0,2331.0,35,census_api
Census Tract 5102.02; Harris County; Texas,5263,113263,761,1945,48,201,510202,2706,0.7187730968218773,1.0,5263.0,35,census_api
Census Tract 5103.01; Harris County; Texas,3467,123603,1027,546,48,201,510301,1573,0.34710743801652894,1.0,3467.0,35,census_api
Census Tract 5103.02; Harris County; Texas,3179,134412,876,484,48,201,510302,1360,0.3558823529411765,1.0,3179.0,35,census_api
Census Tract 5104; Harris County; Texas,3769,113333,941,845,48,201,510400,1786,0.4731243001119821,1.0,3769.0,35,census_api
Census Tract 5105; Harris County; Texas,4389,150852,1052,1261,48,201,510500,2313,0.5451794206658019,1.0,4389.0,35,census_api
Census Tract 5106.01; Harris County; Texas,3439,120298,878,1159,48,201,510601,2037,0.5689739813451153,1.0,3439.0,35,census_api
Census Tract 5106.02; Harris County; Texas,4233,167599,1285,1060,48,201,510602,2345,0.4520255863539446,1.0,4233.0,35,census_api
Census Tract 5107.01; Harris County; Texas,2265,76593,208,1099,48,201,510701,1307,0.8408569242540168,1.0,2265.0,35,census_api
Census Tract 5107.02; Harris County; Texas,2039,247670,822,87,48,201,510702,909,0.09570957095709572,1.0,2039.0,35,census_api
Census Tract 5108.01; Harris County; Texas,4110,144018,1272,857,48,201,510801,2129,0.402536402066698,1.0,4110.0,35,census_api
Census Tract 5108.02; Harris County; Texas,2408,250001,1057,152,48,201,510802,1209,0.12572373862696443,1.0,2408.0,35,census_api
Census Tract 5108.03; Harris County; Texas,2230,107434,506,799,48,201,510803,1305,0.6122605363984674,1.0,2230.0,35,census_api
Census Tract 5109.01; Harris County; Texas,5608,200466,1987,464,48,201,510901,2451,0.18931048551611587,1.0,5608.0,35,census_api
Census Tract 5109.02; Harris County; Texas,4277,122929,1007,1130,48,201,510902,2137,0.5287786616752457,1.0,4277.0,35,census_api
Census Tract 5110.01; Harris County; Texas,3041,91675,770,737,48,201,511001,1507,0.48905109489051096,1.0,3041.0,35,census_api
Census Tract 5110.03; Harris County; Texas,2333,92786,418,643,48,201,511003,1061,0.6060320452403393,1.0,2333.0,35,census_api
Census Tract 5110.04; Harris County; Texas,1988,87956,435,580,48,201,511004,1015,0.5714285714285714,1.0,1988.0,35,census_api
Census Tract 5111; Harris County; Texas,4105,140033,1109,880,48,201,511100,1989,0.4424333836098542,1.0,4105.0,35,census_api
Census Tract 5112.01; Harris County; Texas,2857,182679,981,414,48,201,511201,1395,0.2967741935483871,1.0,2857.0,35,census_api
Census Tract 5112.02; Harris County; Texas,3399,186875,1237,304,48,201,511202,1541,0.1972744970798183,1.0,3399.0,35,census_api
Census Tract 5113.01; Harris County; Texas,4616,161310,1496,772,48,201,511301,2268,0.3403880070546737,1.0,4616.0,35,census_api
Census Tract 5113.02; Harris County; Texas,4422,177583,1499,714,48,201,511302,2213,0.3226389516493448,1.0,4422.0,35,census_api
Census Tract 5114; Harris County; Texas,2739,157969,892,400,48,201,511400,1292,0.30959752321981426,1.0,2739.0,35,census_api
Census Tract 5115.01; Harris County; Texas,3309,143917,710,887,48,201,511501,1597,0.5554164057608015,1.0,3309.0,35,census_api
Census Tract 5115.02; Harris County; Texas,5541,190650,1811,430,48,201,511502,2241,0.19187862561356536,1.0,5541.0,35,census_api
Census Tract 5116; Harris County; Texas,3554,77422,918,580,48,201,511600,1498,0.3871829105473965,1.0,3554.0,35,census_api
Census Tract 5201; Harris County; Texas,2719,140388,564,593,48,201,520100,1157,0.5125324114088159,1.0,2719.0,35,census_api
Census Tract 5202; Harris County; Texas,3095,110625,851,434,48,201,520200,1285,0.3377431906614786,1.0,3095.0,35,census_api
Census Tract 5203.01; Harris County; Texas,2208,63828,243,690,48,201,520301,933,0.7395498392282959,1.0,2208.0,35,census_api
Census Tract 5203.02; Harris County; Texas,2624,41897,406,570,48,201,520302,976,0.5840163934426229,1.0,2624.0,35,census_api
Census Tract 5204; Harris County; Texas,3792,38434,282,1054,48,201,520400,1336,0.7889221556886228,1.0,3792.0,35,census_api
Census Tract 5205.01; Harris County; Texas,3609,53625,763,438,48,201,520501,1201,0.3646960865945046,1.0,3609.0,35,census_api
Census Tract 5205.02; Harris County; Texas,4631,47204,332,1307,48,201,520502,1639,0.797437461866992,1.0,4631.0,35,census_api
Census Tract 5206.01; Harris County; Texas,2706,41820,216,591,48,201,520601,807,0.7323420074349443,1.0,2706.0,35,census_api
Census Tract 5206.03; Harris County; Texas,1944,40000,93,659,48,201,520603,752,0.8763297872340425,1.0,1944.0,35,census_api
Census Tract 5206.04; Harris County; Texas,3057,70855,700,429,48,201,520604,1129,0.3799822852081488,1.0,3057.0,35,census_api
Census Tract 5207; Harris County; Texas,4485,131000,1413,271,48,201,520700,1684,0.16092636579572447,1.0,4485.0,35,census_api
Census Tract 5210; Harris County; Texas,2293,46121,271,531,48,201,521000,802,0.6620947630922693,1.0,2293.0,35,census_api
Census Tract 5211; Harris County; Texas,2650,40833,173,579,48,201,521100,752,0.7699468085106383,1.0,2650.0,35,census_api
Census Tract 5212.01; Harris County; Texas,1962,56598,202,406,48,201,521201,608,0.6677631578947368,1.0,1962.0,35,census_api
Census Tract 5212.02; Harris County; Texas,3275,54971,568,750,48,201,521202,1318,0.5690440060698028,1.0,3275.0,35,census_api
Census Tract 5213; Harris County; Texas,6265,55450,1570,839,48,201,521300,2409,0.3482772934827729,1.0,6265.0,35,census_api
Census Tract 5214.01; Harris County; Texas,4060,52974,0,976,48,201,521401,976,1.0,1.0,4060.0,35,census_api
Census Tract 5214.02; Harris County; Texas,3523,51172,353,696,48,201,521402,1049,0.663489037178265,1.0,3523.0,35,census_api
Census Tract 5215.01; Harris County; Texas,2684,58427,264,517,48,201,521501,781,0.6619718309859155,1.0,2684.0,35,census_api
Census Tract 5215.02; Harris County; Texas,2893,84459,891,147,48,201,521502,1038,0.1416184971098266,1.0,2893.0,35,census_api
Census Tract 5216; Harris County; Texas,3060,88091,664,241,48,201,521600,905,0.2662983425414365,1.0,3060.0,35,census_api
Census Tract 5217.01; Harris County; Texas,5219,30836,89,1762,48,201,521701,1851,0.9519178822258239,1.0,5219.0,35,census_api
Census Tract 5217.02; Harris County; Texas,2997,32716,84,1409,48,201,521702,1493,0.9437374413931681,1.0,2997.0,35,census_api
Census Tract 5218; Harris County; Texas,4975,70000,1120,508,48,201,521800,1628,0.31203931203931207,1.0,4975.0,35,census_api
Census Tract 5219; Harris County; Texas,6645,80974,1623,900,48,201,521900,2523,0.356718192627824,1.0,6645.0,35,census_api
Census Tract 5220.01; Harris County; Texas,1806,65326,488,392,48,201,522001,880,0.44545454545454544,1.0,1806.0,35,census_api
Census Tract 5220.02; Harris County; Texas,2825,93750,399,338,48,201,522002,737,0.45861601085481685,1.0,2825.0,35,census_api
Census Tract 5221.01; Harris County; Texas,3435,44353,439,998,48,201,522101,1437,0.6945024356297843,1.0,3435.0,35,census_api
Census Tract 5221.02; Harris County; Texas,4959,88125,756,542,48,201,522102,1298,0.41756548536209553,1.0,4959.0,35,census_api
Census Tract 5222.01; Harris County; Texas,4629,75341,673,562,48,201,522201,1235,0.45506072874493925,1.0,4629.0,35,census_api
Census Tract 5222.02; Harris County; Texas,4193,63526,511,777,48,201,522202,1288,0.6032608695652174,1.0,4193.0,35,census_api
Census Tract 5223.01; Harris County; Texas,4084,56006,635,1053,48,201,522301,1688,0.6238151658767772,1.0,4084.0,35,census_api
Census Tract 5223.02; Harris County; Texas,3607,55038,188,1296,48,201,522302,1484,0.8733153638814016,1.0,3607.0,35,census_api
Census Tract 5224.01; Harris County; Texas,5553,73120,1158,1167,48,201,522401,2325,0.5019354838709678,1.0,5553.0,35,census_api
Census Tract 5224.02; Harris County; Texas,3711,71708,700,473,48,201,522402,1173,0.4032395566922421,1.0,3711.0,35,census_api
Census Tract 5225; Harris County; Texas,5321,229405,1539,67,48,201,522500,1606,0.041718555417185554,1.0,5321.0,35,census_api
Census Tract 5301.01; Harris County; Texas,3835,37532,503,1068,48,201,530101,1571,0.67982176957352,1.0,3835.0,35,census_api
Census Tract 5301.02; Harris County; Texas,3029,65203,81,982,48,201,530102,1063,0.9238005644402634,1.0,3029.0,35,census_api
Census Tract 5302; Harris County; Texas,3707,132906,989,538,48,201,530200,1527,0.352324819908317,1.0,3707.0,35,census_api
Census Tract 5303; Harris County; Texas,2605,74688,555,394,48,201,530300,949,0.41517386722866173,1.0,2605.0,35,census_api
Census Tract 5304; Harris County; Texas,3330,61536,553,362,48,201,530400,915,0.39562841530054643,1.0,3330.0,35,census_api
Census Tract 5305.01; Harris County; Texas,1706,45766,261,505,48,201,530501,766,0.6592689295039165,1.0,1706.0,35,census_api
Census Tract 5305.02; Harris County; Texas,2412,42070,490,521,48,201,530502,1011,0.5153313550939663,1.0,2412.0,35,census_api
Census Tract 5306; Harris County; Texas,2812,61373,512,601,48,201,530600,1113,0.5399820305480683,1.0,2812.0,35,census_api
Census Tract 5307.01; Harris County; Texas,1466,18419,63,588,48,201,530701,651,0.9032258064516129,1.0,1466.0,35,census_api
Census Tract 5307.02; Harris County; Texas,3778,37850,856,559,48,201,530702,1415,0.3950530035335689,1.0,3778.0,35,census_api
Census Tract 5308; Harris County; Texas,4133,42807,1133,589,48,201,530800,1722,0.3420441347270616,1.0,4133.0,35,census_api
Census Tract 5309; Harris County; Texas,4464,95338,1061,581,48,201,530900,1642,0.353836784409257,1.0,4464.0,35,census_api
Census Tract 5310; Harris County; Texas,4672,136375,1434,559,48,201,531000,1993,0.28048168590065226,1.0,4672.0,35,census_api
Census Tract 5311; Harris County; Texas,3507,168448,1197,142,48,201,531100,1339,0.10604929051530994,1.0,3507.0,35,census_api
Census Tract 5312; Harris County; Texas,3375,77473,961,600,48,201,531200,1561,0.3843689942344651,1.0,3375.0,35,census_api
Census Tract 5313; Harris County; Texas,5233,58672,605,1777,48,201,531300,2382,0.7460117548278757,1.0,5233.0,35,census_api
Census Tract 5314; Harris County; Texas,2113,92750,647,281,48,201,531400,928,0.30280172413793105,1.0,2113.0,35,census_api
Census Tract 5315; Harris County; Texas,2638,85403,917,391,48,201,531500,1308,0.2989296636085627,1.0,2638.0,35,census_api
Census Tract 5316; Harris County; Texas,2639,141357,974,212,48,201,531600,1186,0.178752107925801,1.0,2639.0,35,census_api
Census Tract 5317; Harris County; Texas,3934,181685,1244,191,48,201,531700,1435,0.13310104529616726,1.0,3934.0,35,census_api
Census Tract 5318; Harris County; Texas,3122,32883,741,362,48,201,531800,1103,0.32819582955575705,1.0,3122.0,35,census_api
Census Tract 5319; Harris County; Texas,5624,38399,1142,685,48,201,531900,1827,0.3749315818281336,1.0,5624.0,35,census_api
Census Tract 5320.03; Harris County; Texas,4460,40360,100,1503,48,201,532003,1603,0.9376169681846538,1.0,4460.0,35,census_api
Census Tract 5320.04; Harris County; Texas,4803,32283,378,1633,48,201,532004,2011,0.8120338140228742,1.0,4803.0,35,census_api
Census Tract 5321.01; Harris County; Texas,4283,71346,784,846,48,201,532101,1630,0.5190184049079755,1.0,4283.0,35,census_api
Census Tract 5321.02; Harris County; Texas,3331,32595,235,988,48,201,532102,1223,0.8078495502861816,1.0,3331.0,35,census_api
Census Tract 5322; Harris County; Texas,3794,34890,240,1122,48,201,532200,1362,0.8237885462555066,1.0,3794.0,35,census_api
Census Tract 5323.01; Harris County; Texas,4674,58750,117,1809,48,201,532301,1926,0.9392523364485982,1.0,4674.0,35,census_api
Census Tract 5323.02; Harris County; Texas,3735,58309,551,864,48,201,532302,1415,0.610600706713781,1.0,3735.0,35,census_api
Census Tract 5324; Harris County; Texas,6207,57399,1612,509,48,201,532400,2121,0.23998114097124,1.0,6207.0,35,census_api
Census Tract 5325.02; Harris County; Texas,5540,53916,1483,297,48,201,532502,1780,0.16685393258426967,1.0,5540.0,35,census_api
Census Tract 5325.03; Harris County; Texas,5734,85773,1394,211,48,201,532503,1605,0.13146417445482866,1.0,5734.0,35,census_api
Census Tract 5325.04; Harris County; Texas,4335,102313,927,274,48,201,532504,1201,0.22814321398834306,1.0,4335.0,35,census_api
Census Tract 5326; Harris County; Texas,7030,48629,1465,692,48,201,532600,2157,0.32081594807603153,1.0,7030.0,35,census_api
Census Tract 5327; Harris County; Texas,5685,57051,1150,672,48,201,532700,1822,0.36882546652030734,1.0,5685.0,35,census_api
Census Tract 5328; Harris County; Texas,2120,73750,434,179,48,201,532800,613,0.29200652528548127,1.0,2120.0,35,census_api
Census Tract 5329; Harris County; Texas,4722,38740,754,816,48,201,532900,1570,0.5197452229299363,1.0,4722.0,35,census_api
Census Tract 5330; Harris County; Texas,2450,31215,211,752,48,201,533000,963,0.7808930425752856,1.0,2450.0,35,census_api
Census Tract 5331; Harris County; Texas,6308,61033,1319,818,48,201,533100,2137,0.3827795975666823,1.0,6308.0,35,census_api
Census Tract 5332; Harris County; Texas,4498,36886,680,845,48,201,533200,1525,0.5540983606557377,1.0,4498.0,35,census_api
Census Tract 5333.01; Harris County; Texas,2922,39175,584,443,48,201,533301,1027,0.43135345666991237,1.0,2922.0,35,census_api
Census Tract 5333.02; Harris County; Texas,3657,54310,705,415,48,201,533302,1120,0.3705357142857143,1.0,3657.0,35,census_api
Census Tract 5334.01; Harris County; Texas,4774,47365,1110,362,48,201,533401,1472,0.24592391304347827,1.0,4774.0,35,census_api
Census Tract 5334.02; Harris County; Texas,5535,45476,1355,517,48,201,533402,1872,0.2761752136752137,1.0,5535.0,35,census_api
Census Tract 5335; Harris County; Texas,4206,59114,1120,147,48,201,533500,1267,0.11602209944751381,1.0,4206.0,35,census_api
Census Tract 5336; Harris County; Texas,5179,37420,353,1372,48,201,533600,1725,0.7953623188405797,1.0,5179.0,35,census_api
