tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 90.28; Miami-Dade County; Florida,5775,68893,1333,715,12,086,009028,2048,0.34912109375,1.0,5775.0,35,census_api
Census Tract 90.29; Miami-Dade County; Florida,4234,71413,692,762,12,086,009029,1454,0.5240715268225584,1.0,4234.0,35,census_api
Census Tract 90.30; Miami-Dade County; Florida,4914,54075,818,1059,12,086,009030,1877,0.5641981885988279,1.0,4914.0,35,census_api
Census Tract 90.31; Miami-Dade County; Florida,4147,56450,278,1245,12,086,009031,1523,0.8174655285620486,1.0,4147.0,35,census_api
Census Tract 90.39; Miami-Dade County; Florida,7753,69911,817,1474,12,086,009039,2291,0.6433871671759057,1.0,7753.0,35,census_api
Census Tract 90.40; Miami-Dade County; Florida,7395,76957,1053,1121,12,086,009040,2174,0.515639374425023,1.0,7395.0,35,census_api
Census Tract 90.43; Miami-Dade County; Florida,5001,92188,906,470,12,086,009043,1376,0.34156976744186046,1.0,5001.0,35,census_api
Census Tract 90.44; Miami-Dade County; Florida,3304,75208,468,425,12,086,009044,893,0.47592385218365063,1.0,3304.0,35,census_api
Census Tract 90.48; Miami-Dade County; Florida,3161,119597,526,422,12,086,009048,948,0.4451476793248945,1.0,3161.0,35,census_api
Census Tract 90.49; Miami-Dade County; Florida,4342,90123,632,791,12,086,009049,1423,0.5558678847505271,1.0,4342.0,35,census_api
Census Tract 90.50; Miami-Dade County; Florida,5762,76913,807,770,12,086,009050,1577,0.48826886493341787,1.0,5762.0,35,census_api
Census Tract 90.51; Miami-Dade County; Florida,1992,96400,361,301,12,086,009051,662,0.45468277945619334,1.0,1992.0,35,census_api
Census Tract 90.52; Miami-Dade County; Florida,3708,38048,670,900,12,086,009052,1570,0.5732484076433121,1.0,3708.0,35,census_api
Census Tract 90.53; Miami-Dade County; Florida,4609,80287,1054,610,12,086,009053,1664,0.36658653846153844,1.0,4609.0,35,census_api
Census Tract 90.54; Miami-Dade County; Florida,1932,91364,407,135,12,086,009054,542,0.24907749077490776,1.0,1932.0,35,census_api
Census Tract 90.55; Miami-Dade County; Florida,2098,67344,522,189,12,086,009055,711,0.26582278481012656,1.0,2098.0,35,census_api
Census Tract 90.56; Miami-Dade County; Florida,2724,90724,877,228,12,086,009056,1105,0.20633484162895926,1.0,2724.0,35,census_api
Census Tract 90.57; Miami-Dade County; Florida,6165,86667,888,1196,12,086,009057,2084,0.5738963531669866,1.0,6165.0,35,census_api
Census Tract 90.58; Miami-Dade County; Florida,3969,67674,705,803,12,086,009058,1508,0.5324933687002652,1.0,3969.0,35,census_api
Census Tract 90.59; Miami-Dade County; Florida,2958,74511,346,541,12,086,009059,887,0.6099210822998873,1.0,2958.0,35,census_api
Census Tract 90.60; Miami-Dade County; Florida,4902,113846,715,805,12,086,009060,1520,0.5296052631578947,1.0,4902.0,35,census_api
Census Tract 90.61; Miami-Dade County; Florida,3312,46250,579,425,12,086,009061,1004,0.42330677290836655,1.0,3312.0,35,census_api
Census Tract 90.62; Miami-Dade County; Florida,3211,71541,567,343,12,086,009062,910,0.3769230769230769,1.0,3211.0,35,census_api
Census Tract 90.63; Miami-Dade County; Florida,2816,50046,467,594,12,086,009063,1061,0.5598491988689915,1.0,2816.0,35,census_api
Census Tract 90.64; Miami-Dade County; Florida,2672,63347,270,681,12,086,009064,951,0.7160883280757098,1.0,2672.0,35,census_api
Census Tract 90.65; Miami-Dade County; Florida,3463,79278,288,809,12,086,009065,1097,0.7374658158614403,1.0,3463.0,35,census_api
Census Tract 90.66; Miami-Dade County; Florida,6923,68562,655,2029,12,086,009066,2684,0.7559612518628912,1.0,6923.0,35,census_api
Census Tract 91.01; Miami-Dade County; Florida,3085,52703,134,682,12,086,009101,816,0.8357843137254902,1.0,3085.0,35,census_api
Census Tract 91.02; Miami-Dade County; Florida,3443,41714,476,580,12,086,009102,1056,0.5492424242424242,1.0,3443.0,35,census_api
Census Tract 92; Miami-Dade County; Florida,3337,72241,768,200,12,086,009200,968,0.2066115702479339,1.0,3337.0,35,census_api
Census Tract 93.05; Miami-Dade County; Florida,5030,112578,1501,394,12,086,009305,1895,0.2079155672823219,1.0,5030.0,35,census_api
Census Tract 93.12; Miami-Dade County; Florida,5434,74556,439,2048,12,086,009312,2487,0.8234821069561721,1.0,5434.0,35,census_api
Census Tract 93.14; Miami-Dade County; Florida,3827,33059,353,1060,12,086,009314,1413,0.7501769285208776,1.0,3827.0,35,census_api
Census Tract 93.15; Miami-Dade County; Florida,3197,34478,493,741,12,086,009315,1234,0.600486223662885,1.0,3197.0,35,census_api
Census Tract 93.16; Miami-Dade County; Florida,2556,72647,581,189,12,086,009316,770,0.24545454545454545,1.0,2556.0,35,census_api
Census Tract 93.17; Miami-Dade County; Florida,4671,54796,916,509,12,086,009317,1425,0.35719298245614034,1.0,4671.0,35,census_api
Census Tract 93.18; Miami-Dade County; Florida,1788,54183,501,24,12,086,009318,525,0.045714285714285714,1.0,1788.0,35,census_api
Census Tract 93.19; Miami-Dade County; Florida,4539,92843,599,880,12,086,009319,1479,0.5949966193373901,1.0,4539.0,35,census_api
Census Tract 93.20; Miami-Dade County; Florida,4562,51913,311,1236,12,086,009320,1547,0.7989657401422108,1.0,4562.0,35,census_api
Census Tract 93.21; Miami-Dade County; Florida,2378,79394,509,257,12,086,009321,766,0.33550913838120106,1.0,2378.0,35,census_api
Census Tract 93.22; Miami-Dade County; Florida,4266,29232,880,837,12,086,009322,1717,0.48747815958066393,1.0,4266.0,35,census_api
Census Tract 93.23; Miami-Dade County; Florida,2778,71250,676,166,12,086,009323,842,0.19714964370546317,1.0,2778.0,35,census_api
Census Tract 93.24; Miami-Dade County; Florida,4237,47148,475,1097,12,086,009324,1572,0.6978371501272265,1.0,4237.0,35,census_api
Census Tract 93.25; Miami-Dade County; Florida,2433,64931,535,274,12,086,009325,809,0.33868974042027195,1.0,2433.0,35,census_api
Census Tract 93.26; Miami-Dade County; Florida,3021,25189,749,517,12,086,009326,1266,0.40837282780410744,1.0,3021.0,35,census_api
Census Tract 93.27; Miami-Dade County; Florida,3569,78192,660,145,12,086,009327,805,0.18012422360248448,1.0,3569.0,35,census_api
Census Tract 94.01; Miami-Dade County; Florida,2511,69313,484,196,12,086,009401,680,0.28823529411764703,1.0,2511.0,35,census_api
Census Tract 94.02; Miami-Dade County; Florida,3423,66130,840,161,12,086,009402,1001,0.16083916083916083,1.0,3423.0,35,census_api
Census Tract 95.03; Miami-Dade County; Florida,4967,79940,1138,351,12,086,009503,1489,0.23572867696440564,1.0,4967.0,35,census_api
Census Tract 95.04; Miami-Dade County; Florida,5072,77230,1050,221,12,086,009504,1271,0.17387883556254918,1.0,5072.0,35,census_api
Census Tract 95.05; Miami-Dade County; Florida,1229,56563,57,413,12,086,009505,470,0.8787234042553191,1.0,1229.0,35,census_api
Census Tract 95.06; Miami-Dade County; Florida,4387,46929,699,729,12,086,009506,1428,0.5105042016806722,1.0,4387.0,35,census_api
Census Tract 96.01; Miami-Dade County; Florida,3437,72202,578,825,12,086,009601,1403,0.5880256593014968,1.0,3437.0,35,census_api
Census Tract 96.02; Miami-Dade County; Florida,3581,40526,338,981,12,086,009602,1319,0.7437452615617892,1.0,3581.0,35,census_api
Census Tract 97.03; Miami-Dade County; Florida,2755,125433,841,118,12,086,009703,959,0.12304483837330553,1.0,2755.0,35,census_api
Census Tract 97.04; Miami-Dade County; Florida,5153,89577,1256,449,12,086,009704,1705,0.26334310850439885,1.0,5153.0,35,census_api
Census Tract 97.05; Miami-Dade County; Florida,4292,40788,1410,688,12,086,009705,2098,0.3279313632030505,1.0,4292.0,35,census_api
Census Tract 97.06; Miami-Dade County; Florida,3542,49467,1089,631,12,086,009706,1720,0.36686046511627907,1.0,3542.0,35,census_api
Census Tract 98.03; Miami-Dade County; Florida,7583,76711,1242,1270,12,086,009803,2512,0.5055732484076433,1.0,7583.0,35,census_api
Census Tract 98.04; Miami-Dade County; Florida,3575,92958,825,84,12,086,009804,909,0.0924092409240924,1.0,3575.0,35,census_api
Census Tract 98.06; Miami-Dade County; Florida,3537,40839,907,752,12,086,009806,1659,0.45328511151295964,1.0,3537.0,35,census_api
Census Tract 98.09; Miami-Dade County; Florida,3854,71970,967,319,12,086,009809,1286,0.24805598755832037,1.0,3854.0,35,census_api
Census Tract 98.10; Miami-Dade County; Florida,3850,72457,653,864,12,086,009810,1517,0.5695451549110085,1.0,3850.0,35,census_api
Census Tract 98.11; Miami-Dade County; Florida,1446,32783,468,355,12,086,009811,823,0.4313487241798299,1.0,1446.0,35,census_api
Census Tract 98.12; Miami-Dade County; Florida,5577,66275,928,1075,12,086,009812,2003,0.5366949575636545,1.0,5577.0,35,census_api
Census Tract 99.03; Miami-Dade County; Florida,5342,66510,1150,335,12,086,009903,1485,0.2255892255892256,1.0,5342.0,35,census_api
Census Tract 99.04; Miami-Dade County; Florida,3964,43344,520,827,12,086,009904,1347,0.6139569413511508,1.0,3964.0,35,census_api
Census Tract 99.05; Miami-Dade County; Florida,5664,70461,1255,219,12,086,009905,1474,0.1485753052917232,1.0,5664.0,35,census_api
Census Tract 99.06; Miami-Dade County; Florida,5729,68848,1263,237,12,086,009906,1500,0.158,1.0,5729.0,35,census_api
Census Tract 99.07; Miami-Dade County; Florida,4120,109000,927,173,12,086,009907,1100,0.1572727272727273,1.0,4120.0,35,census_api
Census Tract 99.08; Miami-Dade County; Florida,4557,44583,216,1563,12,086,009908,1779,0.8785834738617201,1.0,4557.0,35,census_api
Census Tract 99.09; Miami-Dade County; Florida,2823,58488,344,595,12,086,009909,939,0.6336528221512248,1.0,2823.0,35,census_api
Census Tract 100.10; Miami-Dade County; Florida,3411,47023,744,455,12,086,010010,1199,0.3794829024186822,1.0,3411.0,35,census_api
Census Tract 100.12; Miami-Dade County; Florida,6646,69709,1406,460,12,086,010012,1866,0.2465166130760986,1.0,6646.0,35,census_api
Census Tract 100.13; Miami-Dade County; Florida,4146,68622,961,189,12,086,010013,1150,0.16434782608695653,1.0,4146.0,35,census_api
Census Tract 100.15; Miami-Dade County; Florida,3285,42063,583,478,12,086,010015,1061,0.4505183788878417,1.0,3285.0,35,census_api
Census Tract 100.16; Miami-Dade County; Florida,4564,63071,1132,186,12,086,010016,1318,0.1411229135053111,1.0,4564.0,35,census_api
Census Tract 100.17; Miami-Dade County; Florida,3617,63967,881,167,12,086,010017,1048,0.15935114503816794,1.0,3617.0,35,census_api
Census Tract 100.18; Miami-Dade County; Florida,2699,53875,636,285,12,086,010018,921,0.30944625407166126,1.0,2699.0,35,census_api
Census Tract 100.19; Miami-Dade County; Florida,2776,45921,974,204,12,086,010019,1178,0.1731748726655348,1.0,2776.0,35,census_api
Census Tract 100.20; Miami-Dade County; Florida,3905,54494,1049,73,12,086,010020,1122,0.06506238859180036,1.0,3905.0,35,census_api
Census Tract 100.21; Miami-Dade County; Florida,4412,57044,512,625,12,086,010021,1137,0.5496921723834652,1.0,4412.0,35,census_api
Census Tract 100.22; Miami-Dade County; Florida,3189,-666666666,1181,85,12,086,010022,1266,0.06714060031595577,1.0,3189.0,35,census_api
Census Tract 100.23; Miami-Dade County; Florida,1989,34493,454,406,12,086,010023,860,0.4720930232558139,1.0,1989.0,35,census_api
Census Tract 100.24; Miami-Dade County; Florida,4480,32477,675,997,12,086,010024,1672,0.5962918660287081,1.0,4480.0,35,census_api
Census Tract 100.25; Miami-Dade County; Florida,4034,64617,903,298,12,086,010025,1201,0.24812656119900084,1.0,4034.0,35,census_api
Census Tract 100.26; Miami-Dade County; Florida,2294,36322,348,275,12,086,010026,623,0.44141252006420545,1.0,2294.0,35,census_api
Census Tract 101.93; Miami-Dade County; Florida,5191,110667,1290,216,12,086,010193,1506,0.14342629482071714,1.0,5191.0,35,census_api
Census Tract 101.98; Miami-Dade County; Florida,3995,136588,1012,102,12,086,010198,1114,0.09156193895870736,1.0,3995.0,35,census_api
Census Tract 102.01; Miami-Dade County; Florida,4115,106364,1217,75,12,086,010201,1292,0.05804953560371517,1.0,4115.0,35,census_api
Census Tract 102.05; Miami-Dade County; Florida,4440,56581,1264,153,12,086,010205,1417,0.10797459421312633,1.0,4440.0,35,census_api
Census Tract 102.07; Miami-Dade County; Florida,4106,28225,91,1643,12,086,010207,1734,0.947520184544406,1.0,4106.0,35,census_api
Census Tract 102.08; Miami-Dade County; Florida,4548,54549,584,951,12,086,010208,1535,0.6195439739413681,1.0,4548.0,35,census_api
Census Tract 102.09; Miami-Dade County; Florida,6135,78176,1258,360,12,086,010209,1618,0.22249690976514216,1.0,6135.0,35,census_api
Census Tract 102.11; Miami-Dade County; Florida,4169,63281,956,410,12,086,010211,1366,0.3001464128843338,1.0,4169.0,35,census_api
Census Tract 102.12; Miami-Dade County; Florida,3115,135846,736,66,12,086,010212,802,0.08229426433915212,1.0,3115.0,35,census_api
Census Tract 102.13; Miami-Dade County; Florida,4222,42176,881,498,12,086,010213,1379,0.36113125453226974,1.0,4222.0,35,census_api
Census Tract 102.14; Miami-Dade County; Florida,1584,49750,508,145,12,086,010214,653,0.222052067381317,1.0,1584.0,35,census_api
Census Tract 103.01; Miami-Dade County; Florida,3073,97596,586,313,12,086,010301,899,0.3481646273637375,1.0,3073.0,35,census_api
Census Tract 103.02; Miami-Dade County; Florida,2966,93772,568,268,12,086,010302,836,0.32057416267942584,1.0,2966.0,35,census_api
Census Tract 103.03; Miami-Dade County; Florida,3609,83579,976,256,12,086,010303,1232,0.2077922077922078,1.0,3609.0,35,census_api
Census Tract 104; Miami-Dade County; Florida,5568,77542,1028,671,12,086,010400,1699,0.39493819894055326,1.0,5568.0,35,census_api
Census Tract 105.01; Miami-Dade County; Florida,5391,40904,806,1079,12,086,010501,1885,0.5724137931034483,1.0,5391.0,35,census_api
Census Tract 105.02; Miami-Dade County; Florida,9956,98056,2136,564,12,086,010502,2700,0.2088888888888889,1.0,9956.0,35,census_api
Census Tract 106.04; Miami-Dade County; Florida,4471,98819,1224,241,12,086,010604,1465,0.1645051194539249,1.0,4471.0,35,census_api
Census Tract 106.08; Miami-Dade County; Florida,5837,72975,1144,521,12,086,010608,1665,0.3129129129129129,1.0,5837.0,35,census_api
Census Tract 106.09; Miami-Dade County; Florida,5864,37824,558,1505,12,086,010609,2063,0.7295201163354338,1.0,5864.0,35,census_api
Census Tract 106.10; Miami-Dade County; Florida,4261,89777,997,334,12,086,010610,1331,0.25093914350112695,1.0,4261.0,35,census_api
Census Tract 106.13; Miami-Dade County; Florida,5574,57250,835,1356,12,086,010613,2191,0.6188954815152898,1.0,5574.0,35,census_api
Census Tract 106.18; Miami-Dade County; Florida,4203,90729,774,505,12,086,010618,1279,0.39483971853010164,1.0,4203.0,35,census_api
Census Tract 106.19; Miami-Dade County; Florida,2458,74868,596,186,12,086,010619,782,0.23785166240409208,1.0,2458.0,35,census_api
Census Tract 106.20; Miami-Dade County; Florida,2973,101611,812,167,12,086,010620,979,0.17058222676200205,1.0,2973.0,35,census_api
Census Tract 106.21; Miami-Dade County; Florida,4750,76845,874,443,12,086,010621,1317,0.3363705391040243,1.0,4750.0,35,census_api
Census Tract 106.22; Miami-Dade County; Florida,4432,62238,695,565,12,086,010622,1260,0.44841269841269843,1.0,4432.0,35,census_api
Census Tract 106.23; Miami-Dade County; Florida,3516,67542,756,272,12,086,010623,1028,0.26459143968871596,1.0,3516.0,35,census_api
Census Tract 106.24; Miami-Dade County; Florida,3056,77455,872,110,12,086,010624,982,0.1120162932790224,1.0,3056.0,35,census_api
Census Tract 106.25; Miami-Dade County; Florida,5580,95066,1037,698,12,086,010625,1735,0.4023054755043228,1.0,5580.0,35,census_api
Census Tract 106.26; Miami-Dade County; Florida,3924,62083,445,798,12,086,010626,1243,0.6419951729686243,1.0,3924.0,35,census_api
Census Tract 107.05; Miami-Dade County; Florida,4795,59936,930,461,12,086,010705,1391,0.33141624730409774,1.0,4795.0,35,census_api
Census Tract 107.06; Miami-Dade County; Florida,3334,59554,355,477,12,086,010706,832,0.5733173076923077,1.0,3334.0,35,census_api
Census Tract 107.07; Miami-Dade County; Florida,3912,56050,722,239,12,086,010707,961,0.24869927159209157,1.0,3912.0,35,census_api
Census Tract 107.08; Miami-Dade County; Florida,5414,60975,999,559,12,086,010708,1558,0.35879332477535303,1.0,5414.0,35,census_api
Census Tract 107.09; Miami-Dade County; Florida,5601,79965,1502,167,12,086,010709,1669,0.10005991611743559,1.0,5601.0,35,census_api
Census Tract 107.10; Miami-Dade County; Florida,6826,75748,1564,690,12,086,010710,2254,0.30612244897959184,1.0,6826.0,35,census_api
Census Tract 108.03; Miami-Dade County; Florida,3131,36974,281,793,12,086,010803,1074,0.7383612662942272,1.0,3131.0,35,census_api
Census Tract 108.04; Miami-Dade County; Florida,7232,55885,428,1844,12,086,010804,2272,0.8116197183098591,1.0,7232.0,35,census_api
Census Tract 108.05; Miami-Dade County; Florida,5535,33799,535,1322,12,086,010805,1857,0.711900915455035,1.0,5535.0,35,census_api
Census Tract 108.06; Miami-Dade County; Florida,4726,44846,643,661,12,086,010806,1304,0.5069018404907976,1.0,4726.0,35,census_api
Census Tract 109; Miami-Dade County; Florida,6894,35525,446,1706,12,086,010900,2152,0.7927509293680297,1.0,6894.0,35,census_api
Census Tract 110.03; Miami-Dade County; Florida,4591,70313,934,264,12,086,011003,1198,0.22036727879799667,1.0,4591.0,35,census_api
Census Tract 110.08; Miami-Dade County; Florida,4802,79417,907,487,12,086,011008,1394,0.34935437589670015,1.0,4802.0,35,census_api
Census Tract 110.09; Miami-Dade County; Florida,6932,71875,1282,1017,12,086,011009,2299,0.4423662461939974,1.0,6932.0,35,census_api
Census Tract 110.10; Miami-Dade County; Florida,5228,37235,207,1696,12,086,011010,1903,0.8912243825538623,1.0,5228.0,35,census_api
Census Tract 110.11; Miami-Dade County; Florida,4059,45189,590,668,12,086,011011,1258,0.5310015898251192,1.0,4059.0,35,census_api
Census Tract 110.12; Miami-Dade County; Florida,2268,50417,551,89,12,086,011012,640,0.1390625,1.0,2268.0,35,census_api
Census Tract 110.13; Miami-Dade County; Florida,3716,66597,805,174,12,086,011013,979,0.177732379979571,1.0,3716.0,35,census_api
Census Tract 110.14; Miami-Dade County; Florida,4569,87917,958,542,12,086,011014,1500,0.36133333333333334,1.0,4569.0,35,census_api
Census Tract 110.15; Miami-Dade County; Florida,10301,100556,2448,504,12,086,011015,2952,0.17073170731707318,1.0,10301.0,35,census_api
Census Tract 111.03; Miami-Dade County; Florida,3106,39347,244,855,12,086,011103,1099,0.7779799818016379,1.0,3106.0,35,census_api
Census Tract 111.04; Miami-Dade County; Florida,5483,24700,275,1234,12,086,011104,1509,0.8177601060304838,1.0,5483.0,35,census_api
Census Tract 111.05; Miami-Dade County; Florida,4116,138750,1021,89,12,086,011105,1110,0.08018018018018018,1.0,4116.0,35,census_api
Census Tract 111.06; Miami-Dade County; Florida,4194,76846,670,321,12,086,011106,991,0.3239152371342079,1.0,4194.0,35,census_api
Census Tract 112.03; Miami-Dade County; Florida,7174,30462,370,1294,12,086,011203,1664,0.7776442307692307,1.0,7174.0,35,census_api
Census Tract 112.04; Miami-Dade County; Florida,1984,94107,598,50,12,086,011204,648,0.07716049382716049,1.0,1984.0,35,census_api
Census Tract 112.05; Miami-Dade County; Florida,3882,49637,741,402,12,086,011205,1143,0.35170603674540685,1.0,3882.0,35,census_api
Census Tract 112.06; Miami-Dade County; Florida,3150,96295,717,102,12,086,011206,819,0.12454212454212454,1.0,3150.0,35,census_api
Census Tract 113.01; Miami-Dade County; Florida,4005,19583,162,1136,12,086,011301,1298,0.8751926040061633,1.0,4005.0,35,census_api
Census Tract 113.02; Miami-Dade County; Florida,6696,27877,415,1375,12,086,011302,1790,0.7681564245810056,1.0,6696.0,35,census_api
Census Tract 114.05; Miami-Dade County; Florida,3585,48168,379,772,12,086,011405,1151,0.6707211120764552,1.0,3585.0,35,census_api
Census Tract 114.06; Miami-Dade County; Florida,3063,51699,527,370,12,086,011406,897,0.4124860646599777,1.0,3063.0,35,census_api
Census Tract 114.07; Miami-Dade County; Florida,3944,51369,469,442,12,086,011407,911,0.48518111964873767,1.0,3944.0,35,census_api
Census Tract 114.08; Miami-Dade County; Florida,5405,36034,23,676,12,086,011408,699,0.9670958512160229,1.0,5405.0,35,census_api
Census Tract 114.09; Miami-Dade County; Florida,6187,52530,749,1068,12,086,011409,1817,0.5877820583379196,1.0,6187.0,35,census_api
Census Tract 114.10; Miami-Dade County; Florida,3881,87248,687,612,12,086,011410,1299,0.47113163972286376,1.0,3881.0,35,census_api
Census Tract 114.11; Miami-Dade County; Florida,2530,66330,522,205,12,086,011411,727,0.28198074277854196,1.0,2530.0,35,census_api
Census Tract 114.12; Miami-Dade County; Florida,7618,61290,1035,1645,12,086,011412,2680,0.6138059701492538,1.0,7618.0,35,census_api
Census Tract 115; Miami-Dade County; Florida,5644,101452,1547,280,12,086,011500,1827,0.1532567049808429,1.0,5644.0,35,census_api
Census Tract 116.01; Miami-Dade County; Florida,3734,93221,750,411,12,086,011601,1161,0.35400516795865633,1.0,3734.0,35,census_api
Census Tract 116.02; Miami-Dade County; Florida,4022,83092,419,1035,12,086,011602,1454,0.7118294360385145,1.0,4022.0,35,census_api
Census Tract 117.01; Miami-Dade County; Florida,1781,80667,595,0,12,086,011701,595,0.0,1.0,1781.0,35,census_api
Census Tract 117.02; Miami-Dade County; Florida,4645,43763,353,1495,12,086,011702,1848,0.808982683982684,1.0,4645.0,35,census_api
Census Tract 118; Miami-Dade County; Florida,3521,81587,983,102,12,086,011800,1085,0.09400921658986175,1.0,3521.0,35,census_api
Census Tract 119; Miami-Dade County; Florida,5785,82147,1509,450,12,086,011900,1959,0.22970903522205208,1.0,5785.0,35,census_api
Census Tract 120.01; Miami-Dade County; Florida,3074,44101,85,1299,12,086,012001,1384,0.9385838150289018,1.0,3074.0,35,census_api
Census Tract 120.02; Miami-Dade County; Florida,5660,42540,397,1927,12,086,012002,2324,0.8291738382099828,1.0,5660.0,35,census_api
Census Tract 121.01; Miami-Dade County; Florida,2987,71181,886,365,12,086,012101,1251,0.2917665867306155,1.0,2987.0,35,census_api
Census Tract 121.02; Miami-Dade County; Florida,4986,67917,466,1371,12,086,012102,1837,0.7463255307566685,1.0,4986.0,35,census_api
Census Tract 121.03; Miami-Dade County; Florida,3602,75687,599,703,12,086,012103,1302,0.5399385560675883,1.0,3602.0,35,census_api
Census Tract 121.04; Miami-Dade County; Florida,2331,45636,151,409,12,086,012104,560,0.7303571428571428,1.0,2331.0,35,census_api
Census Tract 121.05; Miami-Dade County; Florida,3059,72259,496,455,12,086,012105,951,0.4784437434279706,1.0,3059.0,35,census_api
Census Tract 122; Miami-Dade County; Florida,5303,92714,1393,133,12,086,012200,1526,0.0871559633027523,1.0,5303.0,35,census_api
Census Tract 123.01; Miami-Dade County; Florida,2608,68673,576,172,12,086,012301,748,0.22994652406417113,1.0,2608.0,35,census_api
Census Tract 123.02; Miami-Dade County; Florida,4256,79694,1029,247,12,086,012302,1276,0.19357366771159876,1.0,4256.0,35,census_api
Census Tract 124.01; Miami-Dade County; Florida,5375,93340,1033,338,12,086,012401,1371,0.24653537563822028,1.0,5375.0,35,census_api
Census Tract 124.02; Miami-Dade County; Florida,3475,152548,913,29,12,086,012402,942,0.03078556263269639,1.0,3475.0,35,census_api
Census Tract 124.03; Miami-Dade County; Florida,1725,120811,496,46,12,086,012403,542,0.08487084870848709,1.0,1725.0,35,census_api
Census Tract 125.01; Miami-Dade County; Florida,1851,115919,508,35,12,086,012501,543,0.06445672191528545,1.0,1851.0,35,census_api
Census Tract 125.02; Miami-Dade County; Florida,4602,74154,1103,163,12,086,012502,1266,0.1287519747235387,1.0,4602.0,35,census_api
Census Tract 126.01; Miami-Dade County; Florida,3102,68101,668,394,12,086,012601,1062,0.3709981167608286,1.0,3102.0,35,census_api
Census Tract 126.02; Miami-Dade County; Florida,3828,95353,626,409,12,086,012602,1035,0.39516908212560387,1.0,3828.0,35,census_api
Census Tract 127.01; Miami-Dade County; Florida,11186,121250,2884,512,12,086,012701,3396,0.15076560659599528,1.0,11186.0,35,census_api
Census Tract 127.02; Miami-Dade County; Florida,4164,107644,1243,86,12,086,012702,1329,0.06471030850263355,1.0,4164.0,35,census_api
Census Tract 128.01; Miami-Dade County; Florida,4067,84333,1270,61,12,086,012801,1331,0.04583020285499624,1.0,4067.0,35,census_api
Census Tract 128.02; Miami-Dade County; Florida,3321,101563,744,502,12,086,012802,1246,0.4028892455858748,1.0,3321.0,35,census_api
Census Tract 129; Miami-Dade County; Florida,4208,58313,814,721,12,086,012900,1535,0.46970684039087945,1.0,4208.0,35,census_api
Census Tract 130; Miami-Dade County; Florida,4348,66063,1002,425,12,086,013000,1427,0.29782761037140854,1.0,4348.0,35,census_api
Census Tract 131; Miami-Dade County; Florida,5346,57068,744,1027,12,086,013100,1771,0.5798983625070582,1.0,5346.0,35,census_api
Census Tract 132.01; Miami-Dade County; Florida,2362,77121,513,199,12,086,013201,712,0.2794943820224719,1.0,2362.0,35,census_api
Census Tract 132.02; Miami-Dade County; Florida,3499,99583,849,144,12,086,013202,993,0.14501510574018128,1.0,3499.0,35,census_api
Census Tract 133.01; Miami-Dade County; Florida,2754,63938,648,313,12,086,013301,961,0.32570239334027057,1.0,2754.0,35,census_api
Census Tract 133.02; Miami-Dade County; Florida,3166,61979,400,601,12,086,013302,1001,0.6003996003996004,1.0,3166.0,35,census_api
Census Tract 134; Miami-Dade County; Florida,5032,38367,983,717,12,086,013400,1700,0.42176470588235293,1.0,5032.0,35,census_api
Census Tract 135; Miami-Dade County; Florida,5434,39831,514,1235,12,086,013500,1749,0.7061177815894797,1.0,5434.0,35,census_api
Census Tract 136; Miami-Dade County; Florida,5857,44688,817,1194,12,086,013600,2011,0.5937344604674292,1.0,5857.0,35,census_api
Census Tract 137; Miami-Dade County; Florida,6199,41081,1008,1220,12,086,013700,2228,0.547576301615799,1.0,6199.0,35,census_api
Census Tract 138.01; Miami-Dade County; Florida,2096,49483,347,311,12,086,013801,658,0.4726443768996961,1.0,2096.0,35,census_api
Census Tract 138.02; Miami-Dade County; Florida,4961,-666666666,288,1450,12,086,013802,1738,0.8342922899884925,1.0,4961.0,35,census_api
Census Tract 139; Miami-Dade County; Florida,4278,60066,933,473,12,086,013900,1406,0.3364153627311522,1.0,4278.0,35,census_api
Census Tract 141; Miami-Dade County; Florida,1876,160333,11,15,12,086,014100,26,0.5769230769230769,1.0,1876.0,35,census_api
Census Tract 142; Miami-Dade County; Florida,4521,116591,1365,135,12,086,014200,1500,0.09,1.0,4521.0,35,census_api
Census Tract 143; Miami-Dade County; Florida,3289,88750,1021,103,12,086,014300,1124,0.09163701067615658,1.0,3289.0,35,census_api
Census Tract 144; Miami-Dade County; Florida,4873,77276,989,494,12,086,014400,1483,0.3331085637221848,1.0,4873.0,35,census_api
Census Tract 145; Miami-Dade County; Florida,4350,90293,1219,106,12,086,014500,1325,0.08,1.0,4350.0,35,census_api
Census Tract 146.01; Miami-Dade County; Florida,3136,41646,439,939,12,086,014601,1378,0.681422351233672,1.0,3136.0,35,census_api
Census Tract 146.02; Miami-Dade County; Florida,4143,49970,888,610,12,086,014602,1498,0.40720961281708945,1.0,4143.0,35,census_api
Census Tract 147.01; Miami-Dade County; Florida,2092,54940,327,486,12,086,014701,813,0.5977859778597786,1.0,2092.0,35,census_api
Census Tract 147.02; Miami-Dade County; Florida,3907,70423,1022,397,12,086,014702,1419,0.2797744890768147,1.0,3907.0,35,census_api
Census Tract 148; Miami-Dade County; Florida,5867,45930,1086,810,12,086,014800,1896,0.4272151898734177,1.0,5867.0,35,census_api
