tract,tract_name,prefix_2,population,median_income,renter_rate
127104,Census Tract 1271.04; Los Angeles County; California,12,4385,63158,0.6678596993557624
127210,Census Tract 1272.10; Los Angeles County; California,12,5630,63255,0.7068507700477961
127220,Census Tract 1272.20; Los Angeles County; California,12,5219,44846,0.7295226870948733
127300,Census Tract 1273; Los Angeles County; California,12,3942,71860,0.6488052136133237
127400,Census Tract 1274; Los Angeles County; California,12,5855,66009,0.7084639498432602
127520,Census Tract 1275.20; Los Angeles County; California,12,4722,48750,0.9799599198396792
127603,Census Tract 1276.03; Los Angeles County; California,12,2791,55739,0.8897297297297297
127604,Census Tract 1276.04; Los Angeles County; California,12,3141,48750,0.8842688842688843
127605,Census Tract 1276.05; Los Angeles County; California,12,3734,58903,0.8087105038428694
127606,Census Tract 1276.06; Los Angeles County; California,12,3110,64915,0.7156048014773777
127711,Census Tract 1277.11; Los Angeles County; California,12,3207,93441,0.6061674008810573
127712,Census Tract 1277.12; Los Angeles County; California,12,3859,60514,0.8608923884514436
127803,Census Tract 1278.03; Los Angeles County; California,12,5068,64607,0.7780517879161529
127804,Census Tract 1278.04; Los Angeles County; California,12,4728,68599,0.7640931372549019
127805,Census Tract 1278.05; Los Angeles County; California,12,3518,52900,0.8225538971807629
127806,Census Tract 1278.06; Los Angeles County; California,12,3576,75817,0.789056304520222
127910,Census Tract 1279.10; Los Angeles County; California,12,4908,53783,0.7561136814276272
127920,Census Tract 1279.20; Los Angeles County; California,12,4622,69495,0.5962566844919787
128101,Census Tract 1281.01; Los Angeles County; California,12,2890,80714,0.7184014869888475
128102,Census Tract 1281.02; Los Angeles County; California,12,4750,58603,0.806875
128210,Census Tract 1282.10; Los Angeles County; California,12,5357,57679,0.9656019656019657
128220,Census Tract 1282.20; Los Angeles County; California,12,2832,61389,0.7008264462809918
128302,Census Tract 1283.02; Los Angeles County; California,12,4790,63047,0.7819548872180451
128303,Census Tract 1283.03; Los Angeles County; California,12,3487,41328,0.9310653536257834
128400,Census Tract 1284; Los Angeles County; California,12,4241,101955,0.4461454346637507
128500,Census Tract 1285; Los Angeles County; California,12,4104,118460,0.5729316116690578
128601,Census Tract 1286.01; Los Angeles County; California,12,5020,64482,0.8505481823427582
128602,Census Tract 1286.02; Los Angeles County; California,12,2863,88333,0.513302034428795
128703,Census Tract 1287.03; Los Angeles County; California,12,3252,86080,0.8013488657265482
128704,Census Tract 1287.04; Los Angeles County; California,12,2335,128472,0.3496868475991649
128801,Census Tract 1288.01; Los Angeles County; California,12,3740,85781,0.7496190959878111
128802,Census Tract 1288.02; Los Angeles County; California,12,4186,107653,0.6685336048879837
128910,Census Tract 1289.10; Los Angeles County; California,12,4741,108333,0.5197860962566845
131021,Census Tract 1310.21; Los Angeles County; California,13,3423,58333,0.8110236220472441
131022,Census Tract 1310.22; Los Angeles County; California,13,2917,63140,0.8347910592808552
131023,Census Tract 1310.23; Los Angeles County; California,13,2774,77880,0.5230582524271845
131024,Census Tract 1310.24; Los Angeles County; California,13,3984,93929,0.4816176470588235
131100,Census Tract 1311; Los Angeles County; California,13,3340,104750,0.1375807940904893
131200,Census Tract 1312; Los Angeles County; California,13,3796,102095,0.2203947368421052
131300,Census Tract 1313; Los Angeles County; California,13,4502,69651,0.173076923076923
131400,Census Tract 1314; Los Angeles County; California,13,6175,88661,0.5429515418502202
131600,Census Tract 1316; Los Angeles County; California,13,5194,84524,0.1909090909090909
131701,Census Tract 1317.01; Los Angeles County; California,13,5297,92935,0.5187768240343348
131702,Census Tract 1317.02; Los Angeles County; California,13,3958,74227,0.3251192368839428
131801,Census Tract 1318.01; Los Angeles County; California,13,3068,53707,0.8296370967741935
131802,Census Tract 1318.02; Los Angeles County; California,13,2481,99087,0.2015706806282722
131900,Census Tract 1319; Los Angeles County; California,13,4255,126282,0.2078113485630066
132001,Census Tract 1320.01; Los Angeles County; California,13,2947,91012,0.3375104427736006
132002,Census Tract 1320.02; Los Angeles County; California,13,3707,96408,0.3614864864864865
132101,Census Tract 1321.01; Los Angeles County; California,13,4319,68246,0.5510204081632653
132102,Census Tract 1321.02; Los Angeles County; California,13,5279,68548,0.5640171346977629
132301,Census Tract 1323.01; Los Angeles County; California,13,3689,59484,0.9490022172949002
132302,Census Tract 1323.02; Los Angeles County; California,13,3178,86464,0.4916492693110647
132501,Census Tract 1325.01; Los Angeles County; California,13,4641,74205,0.5441176470588235
132502,Census Tract 1325.02; Los Angeles County; California,13,3565,59018,0.3790133124510572
132700,Census Tract 1327; Los Angeles County; California,13,4846,79893,0.4066465256797583
132900,Census Tract 1329; Los Angeles County; California,13,3559,96767,0.4770569620253164
133000,Census Tract 1330; Los Angeles County; California,13,4373,86914,0.2915782024062279
133101,Census Tract 1331.01; Los Angeles County; California,13,1827,98750,0.4065420560747663
133102,Census Tract 1331.02; Los Angeles County; California,13,3703,44125,0.7191176470588235
134001,Census Tract 1340.01; Los Angeles County; California,13,3715,80682,0.572938689217759
134002,Census Tract 1340.02; Los Angeles County; California,13,3798,68750,0.6120401337792643
134101,Census Tract 1341.01; Los Angeles County; California,13,5414,81417,0.3887240356083086
134103,Census Tract 1341.03; Los Angeles County; California,13,4584,85000,0.4126139817629179
134104,Census Tract 1341.04; Los Angeles County; California,13,4419,75174,0.4773251345119139
134201,Census Tract 1342.01; Los Angeles County; California,13,4345,92024,0.2044410413476263
134302,Census Tract 1343.02; Los Angeles County; California,13,4287,122563,0.1761322789360172
134303,Census Tract 1343.03; Los Angeles County; California,13,5597,92461,0.2874220374220374
134304,Census Tract 1343.04; Los Angeles County; California,13,3045,74875,0.3386923901393355
134305,Census Tract 1343.05; Los Angeles County; California,13,3840,50278,0.9801980198019802
134306,Census Tract 1343.06; Los Angeles County; California,13,3925,51268,0.7440559440559441
134421,Census Tract 1344.21; Los Angeles County; California,13,4292,124767,0.1023778071334214
134422,Census Tract 1344.22; Los Angeles County; California,13,4933,157969,0.2268637532133676
134423,Census Tract 1344.23; Los Angeles County; California,13,3243,115189,0.2690854119425548
134424,Census Tract 1344.24; Los Angeles County; California,13,2821,149000,0.0961165048543689
134520,Census Tract 1345.20; Los Angeles County; California,13,5263,50139,0.8497899159663865
134521,Census Tract 1345.21; Los Angeles County; California,13,2944,53145,0.8688311688311688
134522,Census Tract 1345.22; Los Angeles County; California,13,4741,49375,0.7829083390764989
134710,Census Tract 1347.10; Los Angeles County; California,13,5531,52683,0.816055625790139
134720,Census Tract 1347.20; Los Angeles County; California,13,5195,86375,0.4250989259468626
134801,Census Tract 1348.01; Los Angeles County; California,13,3091,97381,0.2804659498207885
134802,Census Tract 1348.02; Los Angeles County; California,13,3121,83984,0.3480333730631704
134901,Census Tract 1349.01; Los Angeles County; California,13,2577,78526,0.4696356275303643
134904,Census Tract 1349.04; Los Angeles County; California,13,4615,75769,0.5556338028169014
134905,Census Tract 1349.05; Los Angeles County; California,13,5590,100103,0.9068387997208652
134906,Census Tract 1349.06; Los Angeles County; California,13,3056,83302,1.0
134907,Census Tract 1349.07; Los Angeles County; California,13,3635,99342,1.0
135102,Census Tract 1351.02; Los Angeles County; California,13,3652,153750,0.1495405179615705
135111,Census Tract 1351.11; Los Angeles County; California,13,4001,98490,0.5307086614173229
135113,Census Tract 1351.13; Los Angeles County; California,13,2951,110489,0.8425855513307985
135115,Census Tract 1351.15; Los Angeles County; California,13,3212,86169,0.8459403192227619
135116,Census Tract 1351.16; Los Angeles County; California,13,1477,68162,0.8877057115198451
135201,Census Tract 1352.01; Los Angeles County; California,13,3104,123460,0.1875719217491369
135202,Census Tract 1352.02; Los Angeles County; California,13,4625,130156,0.3244325767690253
135204,Census Tract 1352.04; Los Angeles County; California,13,4481,112765,0.1659548505186089
135205,Census Tract 1352.05; Los Angeles County; California,13,2059,121339,0.1673202614379084
137000,Census Tract 1370; Los Angeles County; California,13,5035,108224,0.1661773341162654
137103,Census Tract 1371.03; Los Angeles County; California,13,5560,90964,0.5131524008350731
137104,Census Tract 1371.04; Los Angeles County; California,13,2416,98445,0.1204943357363542
137202,Census Tract 1372.02; Los Angeles County; California,13,3339,71346,0.743421052631579
137203,Census Tract 1372.03; Los Angeles County; California,13,2660,119385,0.3811230585424134
137301,Census Tract 1373.01; Los Angeles County; California,13,2142,181571,0.0375335120643431
137302,Census Tract 1373.02; Los Angeles County; California,13,4376,167500,0.1117571059431524
137401,Census Tract 1374.01; Los Angeles County; California,13,4567,143859,0.3299298021697511
137402,Census Tract 1374.02; Los Angeles County; California,13,5663,145182,0.3081452404317958
137501,Census Tract 1375.01; Los Angeles County; California,13,5426,112800,0.6406712734452122
137502,Census Tract 1375.02; Los Angeles County; California,13,4432,129395,0.2448377581120944
137504,Census Tract 1375.04; Los Angeles County; California,13,1983,203750,0.0861027190332326
138000,Census Tract 1380; Los Angeles County; California,13,4826,130690,0.1975982532751091
